ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
28,75,28位,セ・市川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾁｶﾜ,105.0,80.0,25.0,0.0
29,75,29位,セ・福生,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,103.0,69.0,34.0,0.0
30,75,30位,セ・志木,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシキ,102.0,72.0,30.0,0.0
31,75,31位,セ・新都心,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｻｲﾀﾏｼﾝﾄｼﾝ,99.0,45.0,54.0,0.0
32,75,32位,セ・前橋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾏｴﾊﾞｼ,95.0,89.0,6.0,0.0
33,75,32位,セ・茂原,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞモバラ,95.0,58.0,27.0,10.0
34,75,32位,ザバス川崎,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞｶﾜｻｷ,95.0,37.0,56.0,2.0
35,75,35位,セ・自由が丘,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾞﾕｳｶﾞｵｶ,91.0,12.0,79.0,0.0
36,75,36位,セ・長沼,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞナガヌマ,90.0,43.0,47.0,0.0
37,75,37位,セ・桶川北本,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｹｶﾞﾜｷﾀﾓﾄ,88.0,47.0,32.0,9.0
38,75,38位,セ・上池袋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶﾐｲケブクロ,87.0,64.0,23.0,0.0
39,75,39位,セ・戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ,79.0,12.0,67.0,0.0
40,75,40位,セ・稲毛海岸         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲナゲカイガ 77.0点  18.0点  59.0点,39位 セ・戸塚             ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ          79.0点  12.0点  67.0点   0.0点,0.0,0,0,0
41,75,40位,セ・横浜,ｾﾝﾄﾗﾙｽスイムｸﾗﾌﾞヨコハマ,77.0,37.0,38.0,2.0
42,75,42位,セ・ときわ台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞトキワダイ,73.0,26.0,47.0,0.0
43,75,43位,セ・館山,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞタテヤマ,71.0,42.0,29.0,0.0
44,75,44位,セ・西新井,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞニシアライ,70.0,25.0,31.0,14.0
45,75,45位,セ・西東京           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞニシトウキョウ 68.0点  46.0点  22.0点,44位 セ・西新井           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞニシアライ    70.0点  25.0点  31.0点  14.0点,0.0,0,0,0
46,75,46位,セ・藤沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフジサワ,66.0,38.0,28.0,0.0
47,75,47位,ザバス金沢八         ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞカナザワハッケイ 63.0点  23.0点  26.0点,46位 セ・藤沢             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフジサワ    66.0点  38.0点  28.0点   0.0点,14.0,0,0,0
48,75,48位,クリーンスパ         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクリーンパスイチカワ 60.0点  11.0点  41.0点,47位 ザバス金沢八         ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞカナザワハッケイ 63.0点  23.0点  26.0点  14.0点,8.0,0,0,0
49,75,49位,セ・南宇都宮         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブミナミウツノミヤ 59.0点  11.0点  48.0点,48位 クリーンスパ         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクリーンパスイチカワ 60.0点  11.0点  41.0点   8.0点,0.0,0,0,0
50,75,49位,セ・南青山           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞミナミアオヤマ 59.0点  30.0点  29.0点,49位 セ・南宇都宮         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブミナミウツノミヤ 59.0点  11.0点  48.0点   0.0点,0.0,0,0,0
51,75,51位,セ・トレッサ           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞトレッサオオクラヤ 57.0点   6.0点  48.0点,49位 セ・南青山           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞミナミアオヤマ 59.0点  30.0点  29.0点   0.0点,3.0,0,0,0
52,75,52位,セ・府中,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフチュウ,52.0,8.0,44.0,0.0
53,75,53位,セ・下北沢           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞシモキタザワ 51.0点  33.0点  18.0点,52位 セ・府中             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフチュウ    52.0点   8.0点  44.0点   0.0点,0.0,0,0,0
54,75,54位,Ｇ－ＳＰＡ,ｺﾞｰﾙﾃﾞﾝｽﾊﾟニューオータニ,45.0,11.0,29.0,5.0
55,75,55位,セ・青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞアオト,43.0,12.0,31.0,0.0
56,75,56位,セ・能見台           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞノウケンダイ 37.0点   7.0点  30.0点,55位 セ・青砥             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞアオト     43.0点  12.0点  31.0点   0.0点,0.0,0,0,0
57,75,57位,曽谷・セ,ｿﾔｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ,35.0,18.0,17.0,0.0
58,75,57位,セ・平塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒラツカ,35.0,0.0,35.0,0.0
59,75,59位,セ・蘇我,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞソガ,34.0,7.0,27.0,0.0
60,75,60位,セ・東戸塚           ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブヒガシトツカ 33.0点  33.0点   0.0点,59位 セ・蘇我             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞソガ       34.0点   7.0点  27.0点   0.0点,0.0,0,0,0
61,75,61位,セ・新浦安,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシンウラヤス,30.0,30.0,0.0,0.0
62,75,62位,セ・Ｆ東戸塚         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒガシトツカ 29.0点  27.0点   2.0点,61位 セ・新浦安           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシンウラヤス  30.0点  30.0点   0.0点   0.0点,0.0,0,0,0
63,75,63位,セ・東十条           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞヒガシジュウジョ 27.0点  27.0点   0.0点,62位 セ・Ｆ東戸塚         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒガシトツカ 29.0点  27.0点   2.0点   0.0点,0.0,0,0,0
64,75,64位,セ・八千代台,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヤチヨダイ,26.0,26.0,0.0,0.0
65,75,65位,セ・川越,ｾﾝﾄﾗﾙスイムクラブカワゴエ,23.0,16.0,7.0,0.0
66,75,66位,セ・Ｆ宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞウツノミヤ,21.0,13.0,8.0,0.0
67,75,66位,セ・亀有,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞカメアリ,21.0,8.0,13.0,0.0
68,75,68位,セ・福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞフクシマ,17.0,17.0,0.0,0.0
69,75,68位,墨田区体育館         スミダクソウゴウタイイクカン 17.0点   5.0点  12.0点,68位 セ・福島             ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞフクシマ    17.0点  17.0点   0.0点   0.0点,0.0,0,0,0
70,75,70位,セ・宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブウツノミヤ,16.0,0.0,16.0,0.0
71,75,70位,セ・本郷台           ｾﾝﾄﾗﾙスイムクラブホンゴウダイ 16.0点   9.0点   7.0点,70位 セ・宇都宮           ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブウツノミヤ  16.0点   0.0点  16.0点   0.0点,0.0,0,0,0
72,75,70位,セ・新川崎           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞシンカワサキ 16.0点  13.0点   3.0点,70位 セ・本郷台           ｾﾝﾄﾗﾙスイムクラブホンゴウダイ 16.0点   9.0点   7.0点   0.0点,0.0,0,0,0
73,75,73位,ザバス藤が丘,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞフジガオカ,13.0,10.0,3.0,0.0
74,75,74位,セ・岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブイワツキ,5.0,5.0,0.0,0.0
