round,pool_type,race_no,gender,event_name,age_group,world_record,japan_record,meet_record,rank,athlete_name,team_name,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,points_w,points_n,dive_time,lap_times,is_dnf
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,7,太田初美,セ・越谷,4/8,1:55.43,115.43,False,False,False,,,0.86,"25.57,56.92,1:27.94",False
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,8,廣瀬伸子,セ・成城,6/3,1:57.63,117.63,False,False,False,,,1.05,"24.69,56.04,1:29.49",False
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,9,近藤みゆき,セ・阿佐谷,3/4,2:02.78,122.78,False,False,False,,,0.71,"28.53,1:00.80,1:34.52",False
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,10,奥野郁子,セ・蘇我,3/6,2:05.31,125.31,False,False,False,,,0.87,"28.44,1:00.87,1:34.57",False
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,11,渡辺米子,クリーンスパ,3/1,2:07.27,127.27,False,False,False,,,0.97,"26.39,59.69,1:36.55",False
76,短水路,1,女子,100m個人メドレー,65～69歳,1:15.65,1:24.14,1:30.20,12,池田則子,セ・松戸,1/2,2:12.36,132.36,False,False,False,,,1.15,"28.67,1:02.62,1:40.92",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,1,野島久枝,セ・二俣川,10/8,1:31.80,91.8,False,False,False,,,0.85,"18.85,42.85,1:09.89",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,2,上野真弓,セ・二俣川,8/5,1:37.72,97.72,False,False,False,,,1.03,"21.03,44.64,1:14.96",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,3,伊藤ゆかり,セ・成城,8/7,1:39.34,99.34,False,False,False,,,0.8,"20.62,46.41,1:14.70",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,4,高松早智子,セ・南宇都宮,6/4,1:40.41,100.41,False,False,False,,,0.82,"21.32,47.54,1:17.90",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,5,伊藤みどり,セ・能見台,7/7,1:43.05,103.05,False,False,False,,,0.96,"22.69,49.92,1:21.11",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,6,山本庸子,セ・八王子,6/8,1:46.38,106.38,False,False,False,,,1.16,"22.42,51.01,1:20.66",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,7,加藤雅弓,セ・新都心,6/5,1:50.57,110.57,False,False,False,,,1.1,"25.94,55.71,1:26.86",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,8,野崎由美子,セ・おおたか,5/2,1:54.47,114.47,False,False,False,,,0.97,"26.80,56.45,1:29.62",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,9,田中香苗,セ・青砥,4/3,1:59.61,119.61,False,False,False,,,0.89,"24.49,57.95,1:31.74",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,10,原田由美子,セ・慶應日吉,2/3,2:07.70,127.7,False,False,False,,,1.05,"26.47,58.32,1:36.65",False
76,短水路,1,女子,100m個人メドレー,60～64歳,1:12.08,1:16.42,1:24.94,11,中村清美,セ・蘇我,1/5,2:17.23,137.23,False,False,False,,,0.89,"32.98,1:10.38,1:45.91",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,1,田中貴子,セ・清瀬,10/1,1:25.21,85.21000000000001,False,False,False,,,0.69,"17.15,39.72,1:05.11",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,2,羽山恵津子,セ・葛西,9/7,1:32.55,92.55,False,False,False,,,0.77,"18.33,43.75,1:10.65",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,3,生田目則子,セ・自由が丘,9/1,1:33.48,93.47999999999999,False,False,False,,,0.7,"18.00,40.75,1:10.62",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,4,角南美貴,セ・我孫子,6/2,1:43.62,103.62,False,False,False,,,0.75,"20.85,48.72,1:17.54",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,5,蔵屋由紀子,セ・新川崎,4/2,1:55.42,115.42,False,False,False,,,1.0,"24.98,53.55,1:27.65",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,6,佐々木夕子,セ・市ヶ尾,3/7,2:07.08,127.08,False,False,False,,,0.92,"31.13,1:04.06,1:39.50",False
76,短水路,1,女子,100m個人メドレー,55～59歳,1:09.08,1:14.20,1:18.42,,小池淳子,セ・長津田,6/6,,,False,False,False,,,,,False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,1,舘野美香,セ・目黒,12/2,1:14.56,74.56,True,False,False,,,0.82,"15.17,34.33,56.62",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,2,広瀬百合香,セ・戸塚,11/5,1:18.05,78.05,False,False,False,,,0.66,"15.93,35.76,59.52",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,3,梅澤亮子,セ・桶川北本,11/7,1:19.67,79.67,False,False,False,,,0.74,"15.83,34.77,59.88",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,4,佐々木美佐,セ・平塚,11/2,1:20.48,80.48,False,False,False,,,0.74,"16.42,36.67,1:00.67",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,5,小泉未歌,セ・宇都宮,11/8,1:22.75,82.75,False,False,False,,,0.82,"16.64,37.31,1:03.45",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,6,鎌田和代,セ・千葉みなと,10/7,1:25.84,85.84,False,False,False,,,0.66,"16.99,38.46,1:04.95",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,7,溝呂木友子,セ・阿佐谷,10/2,1:27.07,87.07,False,False,False,,,0.81,"18.65,40.17,1:06.13",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,8,大島江理子,セ・大森,8/1,1:31.55,91.55,False,False,False,,,0.79,"18.38,43.20,1:09.71",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,9,佐藤洋子,セ・成城,8/3,1:32.52,92.52000000000001,False,False,False,,,0.89,"20.54,44.39,1:10.32",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,10,比留川美緒,セ・平塚,9/6,1:37.00,97.0,False,False,False,,,0.77,"19.35,45.44,1:14.73",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,11,高間智子,セ・自由が丘,7/3,1:41.41,101.41,False,False,False,,,0.93,"20.02,45.54,1:17.39",False
76,短水路,1,女子,100m個人メドレー,50～54歳,1:07.04,1:10.81,1:15.22,12,小山香津子,セ・藤沢,7/8,2:00.88,120.88,False,False,False,,,0.92,"27.81,1:00.55,1:33.32",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,1,木村美佐子,セ・南宇都宮,10/6,1:22.22,82.22,False,False,False,,,0.87,"17.21,38.34,1:02.73",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,2,飯澤美香,セ・我孫子,7/4,1:24.41,84.41,False,False,False,,,0.89,"17.82,39.91,1:04.33",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,3,関康代,セ・宇都宮,9/3,1:28.46,88.46000000000001,False,False,False,,,0.79,"17.33,40.92,1:07.38",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,4,芳賀加代子,セ・南青山,9/4,1:32.48,92.47999999999999,False,False,False,,,0.7,"18.27,42.08,1:10.34",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,5,高橋麻子,セ・市ヶ尾,8/6,1:33.07,93.07,False,False,False,,,0.85,"18.81,42.34,1:10.97",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,6,佐藤桂子,セ・横浜,8/2,1:36.72,96.72,False,False,False,,,0.79,"19.57,45.61,1:14.85",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,7,赤坂恵美子,セ・志木,6/1,1:47.44,107.44,False,False,False,,,0.87,"21.49,49.50,1:21.47",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,8,奈良佳枝,セ・蘇我,5/5,1:50.17,110.17,False,False,False,,,1.07,"26.82,53.51,1:24.66",False
76,短水路,1,女子,100m個人メドレー,45～49歳,1:05.61,1:07.55,1:14.91,9,平林由美,CS南行徳,6/7,1:50.31,110.31,False,False,False,,,0.92,"24.11,52.48,1:24.57",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,1,上沢絵里奈,セ・トレッサ,10/4,1:23.37,83.37,False,False,False,,,0.75,"17.42,38.56,1:04.25",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,2,山田未紗子,セ・越谷,9/2,1:26.78,86.78,False,False,False,,,0.8,"18.18,41.82,1:06.31",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,3,関川晶子,セ・下北沢,10/3,1:27.05,87.05,False,False,False,,,0.86,"17.14,39.53,1:06.02",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,4,小野真佐子,セ・阿佐谷,7/5,1:30.79,90.78999999999999,False,False,False,,,0.94,"18.96,40.63,1:08.17",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,5,溝井花代子,セ・葛西,8/4,1:34.18,94.18,False,False,False,,,0.9,"19.93,44.76,1:12.67",False
76,短水路,1,女子,100m個人メドレー,40～44歳,1:04.19,1:06.49,1:12.68,6,谷美希子,セ・府中,4/6,1:59.22,119.22,False,False,False,,,0.87,"24.01,52.00,1:26.97",False
76,短水路,1,女子,100m個人メドレー,35～39歳,1:03.17,1:03.17,1:10.75,1,菊地美春,セ・目黒,12/1,1:17.18,77.18,False,False,False,,,0.66,"15.09,35.07,58.34",False
76,短水路,1,女子,100m個人メドレー,30～34歳,1:02.52,1:02.55,1:09.92,1,稲恒優里奈,セ・おおたか,12/6,1:12.71,72.71000000000001,False,False,False,,,0.72,"14.96,33.17,55.10",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,1,志賀菜々美,セ・二俣川,12/8,1:13.23,73.23,False,False,False,,,0.72,"14.79,32.59,55.73",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,2,遠藤桃,セ・越谷,11/4,1:13.73,73.73,False,False,False,,,0.85,"15.39,34.29,55.97",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,3,嶋田菜々子,セ・おおたか,11/3,1:15.58,75.58,False,False,False,,,0.66,"15.17,33.99,57.24",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,4,高橋由子,セ・川越,12/7,1:18.98,78.98,False,False,False,,,0.87,"15.85,36.53,1:00.33",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,5,石井理桜子,セ・市川,11/1,1:19.84,79.84,False,False,False,,,0.69,"16.18,37.21,1:00.49",False
76,短水路,1,女子,100m個人メドレー,25～29歳,1:01.79,1:01.79,1:06.72,6,片桐由里恵,セ・Ｓ湘南台,8/8,1:35.13,95.13,False,False,False,,,0.89,"19.80,43.51,1:12.25",False
76,短水路,1,女子,100m個人メドレー,18～24歳,,,1:06.66,1,渡辺美楓,セ・谷津,12/5,1:09.17,69.17,False,False,False,,,0.65,"14.06,31.71,52.35",False
76,短水路,1,女子,100m個人メドレー,18～24歳,,,1:06.66,2,高﨑優奈,セ・清瀬,12/4,1:11.74,71.74,False,False,False,,,0.74,"14.89,32.40,54.66",False
76,短水路,1,女子,100m個人メドレー,18～24歳,,,1:06.66,3,岡田星理,セ・谷津,12/3,1:15.09,75.09,False,False,False,,,0.75,"14.89,33.71,56.55",False
76,短水路,1,女子,100m個人メドレー,18～24歳,,,1:06.66,4,宮坂茉優,セ・我孫子,10/5,1:19.14,79.14,False,False,False,,,0.84,"15.88,36.09,1:00.24",False
76,短水路,2,男子,100m個人メドレー,80～84歳,1:23.73,1:27.38,1:46.24,,眞壁功,セ・藤沢,2/5,,,False,False,False,,,,,False
76,短水路,2,男子,100m個人メドレー,75～79歳,1:17.58,1:21.25,1:30.26,1,今修二,セ・越谷,3/7,1:41.95,101.95,False,False,False,,,1.03,"22.11,50.87,1:18.30",False
76,短水路,2,男子,100m個人メドレー,75～79歳,1:17.58,1:21.25,1:30.26,2,岡本孝夫,セ・新川崎,1/2,2:27.29,147.29,False,False,False,,,1.0,"33.94,1:14.07,1:55.09",False
76,短水路,2,男子,100m個人メドレー,70～74歳,1:06.98,1:13.11,1:23.83,1,吉澤隆,セ・清瀬,4/5,1:27.27,87.27,False,False,False,,,0.84,"18.17,40.49,1:05.88",False
76,短水路,2,男子,100m個人メドレー,70～74歳,1:06.98,1:13.11,1:23.83,2,菱沼和男,セ・葛西,2/2,1:43.24,103.24000000000001,False,False,False,,,0.82,"23.38,49.55,1:20.90",False
76,短水路,2,男子,100m個人メドレー,70～74歳,1:06.98,1:13.11,1:23.83,,高橋修一,セ・我孫子,1/7,,,False,False,False,,,,,False
76,短水路,2,男子,100m個人メドレー,65～69歳,1:05.43,1:10.47,1:15.90,1,山梨英克,セ・我孫子,3/4,1:31.65,91.65,False,False,False,,,0.72,"19.01,44.26,1:10.16",False
76,短水路,2,男子,100m個人メドレー,65～69歳,1:05.43,1:10.47,1:15.90,2,竹内新,セ・府中,4/8,1:41.63,101.63,False,False,False,,,0.98,"20.30,50.03,1:19.50",False
76,短水路,2,男子,100m個人メドレー,65～69歳,1:05.43,1:10.47,1:15.90,3,折居彰,セ・阿佐谷,1/5,1:43.93,103.93,False,False,False,,,1.17,"24.02,51.29,1:19.93",False
76,短水路,2,男子,100m個人メドレー,65～69歳,1:05.43,1:10.47,1:15.90,4,赤坂吉昭,セ・葛西,3/5,1:48.28,108.28,False,False,False,,,0.98,"23.20,52.51,1:23.93",False
76,短水路,2,男子,100m個人メドレー,65～69歳,1:05.43,1:10.47,1:15.90,5,柴田三千男,墨田区体育館,2/6,1:57.91,117.91,False,False,False,,,0.94,"26.27,59.24,1:32.04",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,1,渡部佳彦,セ・市川,10/1,1:11.78,71.78,False,False,False,,,0.78,"14.38,33.28,54.26",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,2,菊池千二,セ・市ヶ尾,5/7,1:13.99,73.99,False,False,False,,,0.82,"14.33,34.26,56.19",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,3,下家成人,セ・二俣川,8/7,1:17.68,77.68,False,False,False,,,0.74,"15.42,34.39,58.66",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,4,久保田勝己,セ・阿佐谷,5/1,1:23.54,83.53999999999999,False,False,False,,,0.85,"17.07,39.29,1:04.97",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,5,中村幸弘,セ・越谷,6/1,1:25.18,85.18,False,False,False,,,0.9,"16.80,39.39,1:03.30",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,6,若島健二,セ・二俣川,4/4,1:27.03,87.03,False,False,False,,,0.9,"19.09,42.02,1:06.85",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,7,大塚克,セ・市川,6/8,1:29.12,89.12,False,False,False,,,0.71,"17.03,40.88,1:06.30",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,8,一色洋志,セ・福生,4/3,1:30.07,90.07,False,False,False,,,0.79,"18.05,42.40,1:08.55",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,9,小島淳,セ・柏,2/4,1:31.41,91.41,False,False,False,,,0.84,"18.61,42.48,1:09.70",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,10,横山恵一,セ・越谷,4/6,1:32.66,92.66,False,False,False,,,0.86,"18.72,44.28,1:11.02",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,11,二宮博,セ・横浜,4/2,1:35.66,95.66,False,False,False,,,0.78,"18.58,44.50,1:11.86",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,12,二宮次郎,セ・南宇都宮,1/3,1:54.02,114.02000000000001,False,False,False,,,1.74,"23.65,56.67,1:28.31",False
76,短水路,2,男子,100m個人メドレー,60～64歳,1:03.20,1:04.21,1:11.11,13,山本勝,セ・慶應日吉,2/3,1:59.76,119.75999999999999,False,False,False,,,0.87,"25.02,1:00.21,1:34.73",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,1,小倉和彦,セ・清瀬,8/2,1:09.61,69.61,False,False,False,,,0.73,"14.33,32.46,51.44",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,2,阿部憲一,セ・大宮宮原,9/4,1:11.19,71.19,False,False,False,,,0.73,"14.35,33.72,54.77",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,3,町田克浩,セ・大森,6/3,1:17.06,77.06,False,False,False,,,0.81,"15.58,35.98,59.35",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,4,飯田正敏,セ・用賀,6/4,1:21.26,81.26,False,False,False,,,0.8,"15.82,37.75,1:01.87",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,5,本間丈博,セ・稲毛海岸,5/4,1:22.62,82.62,False,False,False,,,0.8,"16.85,39.45,1:04.41",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,6,塚本幸治,セ・千葉みなと,5/5,1:23.58,83.58,False,False,False,,,0.77,"17.06,39.49,1:04.98",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,7,高田義久,セ・八王子,5/8,1:27.71,87.71000000000001,False,False,False,,,0.75,"16.57,42.14,1:05.89",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,8,高橋潤,セ・成城,3/1,1:39.27,99.27000000000001,False,False,False,,,0.84,"18.55,44.85,1:14.73",False
76,短水路,2,男子,100m個人メドレー,55～59歳,1:00.75,1:01.65,1:08.36,9,日暮正明,セ・天王洲,3/2,1:50.26,110.25999999999999,False,False,False,,,0.88,"22.65,51.89,1:25.68",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,1,村野雄太,セ・清瀬,9/5,1:10.65,70.65,False,False,False,,,0.68,"14.01,32.51,53.37",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,2,岡村勝重,セ・長津田,7/5,1:12.68,72.68,False,False,False,,,0.62,"14.75,34.09,55.15",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,3,渡部弘一,セ・市川,7/4,1:12.88,72.88,False,False,False,,,0.67,"13.76,32.61,56.17",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,4,渡辺則貴,セ・戸塚,3/3,1:15.58,75.58,False,False,False,,,0.93,"15.73,34.26,57.01",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,5,北村洋一,セ・大森,7/7,1:16.42,76.42,False,False,False,,,0.63,"15.79,35.20,57.49",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,6,成島毅,セ・Ｆ宇都宮,5/3,1:17.86,77.86,False,False,False,,,0.76,"15.59,36.22,59.05",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,7,山本英男,セ・大宮宮原,5/6,1:19.78,79.78,False,False,False,,,0.74,"15.13,37.56,1:01.57",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,8,平田博之,セ・ときわ台,6/5,1:19.85,79.85,False,False,False,,,0.87,"16.31,37.44,1:01.83",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,9,渡誠,セ・清瀬,6/7,1:21.67,81.67,False,False,False,,,0.76,"17.31,38.26,1:03.22",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,10,佐々木栄一,Ｇ－ＳＰＡ,1/6,1:25.28,85.28,False,False,False,,,0.87,"17.50,37.85,1:03.78",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,11,大川明徳,セ・阿佐谷,4/1,1:34.33,94.33,False,False,False,,,1.09,"17.27,43.01,1:12.19",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,12,落合理,セ・武蔵小杉,2/7,2:06.55,126.55,False,False,False,,,0.75,"23.78,1:01.81,1:35.19",False
76,短水路,2,男子,100m個人メドレー,50～54歳,57.69,59.87,1:04.94,,君島篤,セ・西東京,4/7,,,False,False,False,,,,,False
76,短水路,2,男子,100m個人メドレー,45～49歳,57.68,57.83,1:01.65,1,山岡拓馬,セ・清瀬,11/3,1:00.05,60.05,True,False,False,,,0.65,"12.33,27.27,44.83",False
