relay_key,swim_order,athlete_name,dive_time,split_display,split_seconds,is_record
76_3_280～319歳_清瀬_10,1,宮川禮子,,27.97,27.97,False
76_3_280～319歳_清瀬_10,2,手塚泰子,0.68,27.97,27.97,False
76_3_280～319歳_清瀬_10,3,岡田眞弓,,30.65,30.65,False
76_3_280～319歳_清瀬_10,4,馬場悦子,,18.28,18.28,False
76_3_280～319歳_クリーンスパ_11,1,星幸恵,,31.88,31.88,False
76_3_280～319歳_クリーンスパ_11,2,森川佳余子,0.82,31.88,31.88,False
76_3_280～319歳_クリーンスパ_11,3,酒井寿美恵,,21.64,21.64,False
76_3_280～319歳_クリーンスパ_11,4,鈴木静江,,20.43,20.43,False
76_3_280～319歳_天王洲_12,1,小宮山美芽,,23.38,23.38,False
76_3_280～319歳_天王洲_12,2,寺西寿賀子,0.74,23.38,23.38,False
76_3_280～319歳_天王洲_12,3,梅田栄己子,,33.84,33.84,False
76_3_280～319歳_天王洲_12,4,柴田千代子,,21.16,21.16,False
76_3_280～319歳_館山_13,1,友野敬子,,31.37,31.37,False
76_3_280～319歳_館山_13,2,吉田あけみ,0.68,31.37,31.37,False
76_3_280～319歳_館山_13,3,吉田有子,,28.64,28.64,False
76_3_280～319歳_館山_13,4,倉元恵子,,22.86,22.86,False
76_3_240～279歳_二俣川_1,1,上野真弓,,20.83,20.83,False
76_3_240～279歳_二俣川_1,2,盛田真規子,0.91,20.83,20.83,False
76_3_240～279歳_二俣川_1,3,武井麻知子,,22.66,22.66,False
76_3_240～279歳_二俣川_1,4,永瀬秀子,,16.48,16.48,False
76_3_240～279歳_阿佐谷_2,1,棚網恵理,,18.37,18.37,False
76_3_240～279歳_阿佐谷_2,2,石原なおみ,0.66,18.37,18.37,False
76_3_240～279歳_阿佐谷_2,3,野島正代,,22.57,22.57,False
76_3_240～279歳_阿佐谷_2,4,宮田ひとみ,,19.55,19.55,False
76_3_240～279歳_市ヶ尾_3,1,原昌代,,23.55,23.55,False
76_3_240～279歳_市ヶ尾_3,2,荒深なみ,0.63,23.55,23.55,False
76_3_240～279歳_市ヶ尾_3,3,綿貫麻衣子,,28.05,28.05,False
76_3_240～279歳_市ヶ尾_3,4,高橋麻子,,15.49,15.49,False
76_3_240～279歳_成城_4,1,廣瀬伸子,,27.81,27.81,False
76_3_240～279歳_成城_4,2,高梨美樹,0.95,27.81,27.81,False
76_3_240～279歳_成城_4,3,仲田久美子,,21.64,21.64,False
76_3_240～279歳_成城_4,4,柳沢智子,,15.82,15.82,False
76_3_240～279歳_福生_5,1,小林和江,,21.69,21.69,False
76_3_240～279歳_福生_5,2,勝又聡子,0.79,21.69,21.69,False
76_3_240～279歳_福生_5,3,清水孝子,,25.07,25.07,False
76_3_240～279歳_福生_5,4,宮原美穂,,23.40,23.4,False
76_3_240～279歳_南千住_6,1,石崎節代,,23.19,23.19,False
76_3_240～279歳_南千住_6,2,花形一実,0.75,23.19,23.19,False
76_3_240～279歳_南千住_6,3,町田麻里,,26.58,26.58,False
76_3_240～279歳_南千住_6,4,平井節子,,19.59,19.59,False
76_3_240～279歳_自由が丘_7,1,石井恵津,,26.50,26.5,False
76_3_240～279歳_自由が丘_7,2,益田加津子,0.67,26.50,26.5,False
76_3_240～279歳_自由が丘_7,3,船津香,,25.18,25.18,False
76_3_240～279歳_自由が丘_7,4,棚橋悦子,,24.38,24.38,False
76_3_240～279歳_慶應日吉_8,1,中野朗子,,21.24,21.24,False
76_3_240～279歳_慶應日吉_8,2,加藤敬子,0.73,21.24,21.24,False
76_3_240～279歳_慶應日吉_8,3,宮本八重,,39.61,39.61,False
76_3_240～279歳_慶應日吉_8,4,田野倉和子,,14.76,14.76,False
76_3_200～239歳_越谷_1,1,小林のぞみ,,20.49,20.49,False
76_3_200～239歳_越谷_1,2,磯村由紀子,0.62,20.49,20.49,False
76_3_200～239歳_越谷_1,3,遠藤桃,,19.61,19.61,False
76_3_200～239歳_越谷_1,4,石田良子,,14.75,14.75,False
76_3_200～239歳_自由が丘_2,1,服部美菜,,15.91,15.91,False
76_3_200～239歳_自由が丘_2,2,ダン典子,0.58,15.91,15.91,False
76_3_200～239歳_自由が丘_2,3,生田目則子,,22.24,22.24,False
76_3_200～239歳_自由が丘_2,4,高間智子,,17.01,17.01,False
76_3_200～239歳_南千住_3,1,山本由起子,,22.77,22.77,False
76_3_200～239歳_南千住_3,2,田原文月,0.85,22.77,22.77,False
76_3_200～239歳_南千住_3,3,杉本浩美,,21.53,21.53,False
76_3_200～239歳_南千住_3,4,兼子敬子,,15.34,15.34,False
76_3_200～239歳_慶應日吉_4,1,高見沢ゆみ子,,21.23,21.23,False
76_3_200～239歳_慶應日吉_4,2,RacaruGabriela,0.73,21.23,21.23,False
76_3_200～239歳_慶應日吉_4,3,井手敦子,,23.26,23.26,False
76_3_200～239歳_慶應日吉_4,4,前畑章子,,20.28,20.28,False
76_3_200～239歳_大宮宮原_5,1,荒川直子,,23.75,23.75,False
76_3_200～239歳_大宮宮原_5,2,坂井慶子,0.95,23.75,23.75,False
76_3_200～239歳_大宮宮原_5,3,西田三佐子,,22.50,22.5,False
76_3_200～239歳_大宮宮原_5,4,柳澤聡子,,20.34,20.34,False
76_3_200～239歳_長津田_6,1,小池淳子,,22.39,22.39,False
76_3_200～239歳_長津田_6,2,三沢弘美,0.67,22.39,22.39,False
76_3_200～239歳_長津田_6,3,久保美由紀,,23.13,23.13,False
76_3_200～239歳_長津田_6,4,久保とし子,,21.34,21.34,False
76_3_200～239歳_南行徳_7,1,平林油美,,23.23,23.23,False
76_3_200～239歳_南行徳_7,2,福澤絵理,1.16,23.23,23.23,False
76_3_200～239歳_南行徳_7,3,大野祐子,,22.15,22.15,False
76_3_200～239歳_南行徳_7,4,岡田まり子,,25.41,25.41,False
76_3_200～239歳_蘇我_8,1,奈良佳枝,,22.49,22.49,False
76_3_200～239歳_蘇我_8,2,増子保子,0.67,22.49,22.49,False
76_3_200～239歳_蘇我_8,3,奥野郁子,,22.71,22.71,False
76_3_200～239歳_蘇我_8,4,小林恵理子,,27.08,27.08,False
76_3_160～199歳_葛西_1,1,副島さくら,,17.18,17.18,False
76_3_160～199歳_葛西_1,2,関本みすぎ,0.66,17.18,17.18,False
76_3_160～199歳_葛西_1,3,青木梨緒,,20.10,20.1,False
76_3_160～199歳_葛西_1,4,羽山恵津子,,14.00,14.0,False
76_3_160～199歳_目黒_2,1,舘野美香,,16.99,16.99,False
76_3_160～199歳_目黒_2,2,池田智子,0.73,16.99,16.99,False
76_3_160～199歳_目黒_2,3,菊地美春,,19.47,19.47,False
76_3_160～199歳_目黒_2,4,米倉公美,,14.99,14.99,False
76_3_160～199歳_成城_3,1,仲田笑美,,16.07,16.07,False
76_3_160～199歳_成城_3,2,佐藤洋子,0.61,16.07,16.07,False
76_3_160～199歳_成城_3,3,佐々木彩,,20.87,20.87,False
76_3_160～199歳_成城_3,4,大川晴美,,15.99,15.99,False
76_3_160～199歳_長津田_4,1,吉村華奈,,15.92,15.92,False
76_3_160～199歳_長津田_4,2,久保かおり,0.65,15.92,15.92,False
76_3_160～199歳_長津田_4,3,川北恵,,21.86,21.86,False
76_3_160～199歳_長津田_4,4,宮林佑妃,,15.56,15.56,False
76_3_160～199歳_阿佐谷_5,1,遠藤真理,,18.27,18.27,False
76_3_160～199歳_阿佐谷_5,2,相澤紋美,0.81,18.27,18.27,False
76_3_160～199歳_阿佐谷_5,3,今井恵子,,23.19,23.19,False
76_3_160～199歳_阿佐谷_5,4,小野真佐子,,15.12,15.12,False
76_3_160～199歳_二俣川_6,1,草野茜,,19.24,19.24,False
76_3_160～199歳_二俣川_6,2,深堀陽子,0.69,19.24,19.24,False
76_3_160～199歳_二俣川_6,3,吉池奈々,,19.79,19.79,False
76_3_160～199歳_二俣川_6,4,前田由希映,,18.35,18.35,False
76_3_160～199歳_天王洲_7,1,宇田川美穂,,19.13,19.13,False
76_3_160～199歳_天王洲_7,2,森内裕子,0.71,19.13,19.13,False
76_3_160～199歳_天王洲_7,3,萩原ゆりか,,25.74,25.74,False
76_3_160～199歳_天王洲_7,4,四井美穂,,15.33,15.33,False
76_3_160～199歳_大森_8,1,浅尾有香,,16.66,16.66,False
76_3_160～199歳_大森_8,2,大竹昌子,0.59,16.66,16.66,False
76_3_160～199歳_大森_8,3,富永結衣子,,21.48,21.48,False
76_3_160～199歳_大森_8,4,桐沢ひとみ,,17.14,17.14,False
76_3_72～119歳_二俣川_1,1,表侑寿,,15.75,15.75,False
76_3_72～119歳_二俣川_1,2,近藤幸乃,0.57,15.75,15.75,False
76_3_72～119歳_二俣川_1,3,志賀菜々美,,20.00,20.0,False
76_3_72～119歳_二俣川_1,4,長瀬涼佳,,14.61,14.61,False
76_4_280～319歳_成城_1,1,吉田亮,,19.51,19.51,False
76_4_280～319歳_成城_1,2,中井岳郎,0.61,19.51,19.51,False
76_4_280～319歳_成城_1,3,若宮強,,20.98,20.98,False
76_4_280～319歳_成城_1,4,松下達一,,18.10,18.1,False
76_4_280～319歳_おおたか_2,1,鈴木篤,,23.80,23.8,False
76_4_280～319歳_おおたか_2,2,手塚満,0.85,23.80,23.8,False
76_4_280～319歳_おおたか_2,3,橋本亘,,27.55,27.55,False
76_4_280～319歳_おおたか_2,4,松永勝,,22.34,22.34,False
76_4_240～279歳_長津田_1,1,水谷博之,,18.74,18.74,False
76_4_240～279歳_長津田_1,2,池谷千尋,0.7,18.74,18.74,False
76_4_240～279歳_長津田_1,3,岡村勝重,,16.93,16.93,False
76_4_240～279歳_長津田_1,4,飯沼明,,14.07,14.07,False
76_4_240～279歳_阿佐谷_2,1,和田亮,,16.16,16.16,False
76_4_240～279歳_阿佐谷_2,2,吉村進,0.65,16.16,16.16,False
76_4_240～279歳_阿佐谷_2,3,久保田勝己,,17.49,17.49,False
76_4_240～279歳_阿佐谷_2,4,折居彰,,16.54,16.54,False
76_4_240～279歳_二俣川_3,1,冨松実,,18.69,18.69,False
76_4_240～279歳_二俣川_3,2,若島健二,0.6,18.69,18.69,False
76_4_240～279歳_二俣川_3,3,香川左近,,19.52,19.52,False
76_4_240～279歳_二俣川_3,4,木村知行,,17.89,17.89,False
76_4_240～279歳_葛西_4,1,宮木幸彦,,17.60,17.6,False
76_4_240～279歳_葛西_4,2,原田真,0.7,17.60,17.6,False
76_4_240～279歳_葛西_4,3,弭間政隆,,16.90,16.9,False
76_4_240～279歳_葛西_4,4,大内洋,,15.64,15.64,False
76_4_240～279歳_越谷_5,1,田中信夫,,22.71,22.71,False
76_4_240～279歳_越谷_5,2,安高祐三,0.74,22.71,22.71,False
76_4_240～279歳_越谷_5,3,坂野照雄,,20.64,20.64,False
76_4_240～279歳_越谷_5,4,中村幸弘,,14.31,14.31,False
76_4_200～239歳_市ヶ尾_1,1,図師拓千,,15.28,15.28,False
76_4_200～239歳_市ヶ尾_1,2,木村考太,0.63,15.28,15.28,False
76_4_200～239歳_市ヶ尾_1,3,菊池千二,,14.49,14.49,False
76_4_200～239歳_市ヶ尾_1,4,神尾尚人,,13.98,13.98,False
76_4_200～239歳_大宮宮原_2,1,宮川則仁,,16.92,16.92,False
76_4_200～239歳_大宮宮原_2,2,川瀬健次,0.71,16.92,16.92,False
76_4_200～239歳_大宮宮原_2,3,阿部憲一,,15.05,15.05,False
76_4_200～239歳_大宮宮原_2,4,清田真人,,13.54,13.54,False
76_4_200～239歳_二俣川_3,1,下家成人,,16.46,16.46,False
76_4_200～239歳_二俣川_3,2,草野剛史,0.78,16.46,16.46,False
76_4_200～239歳_二俣川_3,3,永瀬知之,,20.00,20.0,False
76_4_200～239歳_二俣川_3,4,堀川広祐,,12.86,12.86,False
76_4_200～239歳_おおたか_4,1,會田修一,,17.66,17.66,False
76_4_200～239歳_おおたか_4,2,大作善祥,0.77,17.66,17.66,False
76_4_200～239歳_おおたか_4,3,海辺信吉,,15.61,15.61,False
76_4_200～239歳_おおたか_4,4,五十嵐洋,,15.11,15.11,False
76_4_200～239歳_大森_5,1,町田克浩,,17.49,17.49,False
76_4_200～239歳_大森_5,2,北村洋一,0.81,17.49,17.49,False
76_4_200～239歳_大森_5,3,瀧川一興,,18.63,18.63,False
76_4_200～239歳_大森_5,4,浅田康朗,,15.96,15.96,False
76_4_200～239歳_長津田_6,1,西森文史郎,,20.20,20.2,False
76_4_200～239歳_長津田_6,2,金子謙一,0.77,20.20,20.2,False
76_4_200～239歳_長津田_6,3,西野宮冬木,,19.93,19.93,False
76_4_200～239歳_長津田_6,4,萩原智徳,,15.97,15.97,False
76_4_160～199歳_阿佐谷_1,1,棚網宏之,,14.28,14.28,False
76_4_160～199歳_阿佐谷_1,2,山賀竜馬,0.57,14.28,14.28,False
76_4_160～199歳_阿佐谷_1,3,佐野充,,14.23,14.23,False
76_4_160～199歳_阿佐谷_1,4,北川貴義,,12.45,12.45,False
76_4_160～199歳_二俣川_2,1,新福留広貴,,15.94,15.94,False
76_4_160～199歳_二俣川_2,2,知見邦彦,0.7,15.94,15.94,False
76_4_160～199歳_二俣川_2,3,前田崇行,,14.63,14.63,False
76_4_160～199歳_二俣川_2,4,石上智啓,,12.47,12.47,False
76_4_160～199歳_大森_3,1,島脇晃也,,14.17,14.17,False
76_4_160～199歳_大森_3,2,小林弘典,0.63,14.17,14.17,False
76_4_160～199歳_大森_3,3,渡部慎也,,16.49,16.49,False
76_4_160～199歳_大森_3,4,野村峰生,,13.54,13.54,False
76_4_160～199歳_慶應日吉_4,1,河野悟,,14.95,14.95,False
76_4_160～199歳_慶應日吉_4,2,勝吉進一,0.62,14.95,14.95,False
76_4_160～199歳_慶應日吉_4,3,根本隆利,,14.97,14.97,False
76_4_160～199歳_慶應日吉_4,4,松崎敏明,,13.81,13.81,False
76_4_160～199歳_用賀_5,1,柄澤英也,,15.68,15.68,False
76_4_160～199歳_用賀_5,2,小方聡,0.67,15.68,15.68,False
76_4_160～199歳_用賀_5,3,青木海斗,,14.01,14.01,False
76_4_160～199歳_用賀_5,4,佐藤正章,,12.95,12.95,False
76_4_160～199歳_長津田_6,1,矢部裕之,,15.56,15.56,False
76_4_160～199歳_長津田_6,2,竹下翔,0.67,15.56,15.56,False
76_4_160～199歳_長津田_6,3,藤本豊和,,15.84,15.84,False
76_4_160～199歳_長津田_6,4,花井一也,,13.43,13.43,False
76_4_120～159歳_阿佐谷_1,1,中村正明,,14.49,14.49,False
76_4_120～159歳_阿佐谷_1,2,和田弘太郎,0.58,14.49,14.49,False
76_4_120～159歳_阿佐谷_1,3,荒井啓汰,,13.56,13.56,False
76_4_120～159歳_阿佐谷_1,4,志田公輝,,12.87,12.87,False
76_4_120～159歳_大宮宮原_2,1,日吉将輝,,14.39,14.39,False
76_4_120～159歳_大宮宮原_2,2,岡内昭伍,0.59,14.39,14.39,False
76_4_120～159歳_大宮宮原_2,3,山本英男,,14.80,14.8,False
76_4_120～159歳_大宮宮原_2,4,小沢征司,,15.48,15.48,False
76_4_120～159歳_慶應日吉_3,1,高見沢重倫,,15.48,15.48,False
76_4_120～159歳_慶應日吉_3,2,久保田裕一,0.6,15.48,15.48,False
76_4_120～159歳_慶應日吉_3,3,川手詢介,,18.74,18.74,False
76_4_120～159歳_慶應日吉_3,4,内田陸登,,13.30,13.3,False
76_4_120～159歳_成城_4,1,羽田浩一,,16.04,16.04,False
76_4_120～159歳_成城_4,2,高梨大樹,0.63,16.04,16.04,False
76_4_120～159歳_成城_4,3,中西剛,,16.53,16.53,False
76_4_120～159歳_成城_4,4,藤田一寿,,12.93,12.93,False
76_4_120～159歳_天王洲_5,1,小野健,,15.27,15.27,False
76_4_120～159歳_天王洲_5,2,倉持公一,0.65,15.27,15.27,False
76_4_120～159歳_天王洲_5,3,寺田遼太,,16.47,16.47,False
76_4_120～159歳_天王洲_5,4,千葉忠英,,14.24,14.24,False
76_4_72～119歳_二俣川_1,1,杉山大亜,,14.71,14.71,False
76_4_72～119歳_二俣川_1,2,鶴谷学,0.62,14.71,14.71,False
76_4_72～119歳_二俣川_1,3,山田丈翔,,13.62,13.62,False
76_4_72～119歳_二俣川_1,4,秋澤裕介,,12.70,12.7,False
76_4_72～119歳_二俣川_2,1,田中啓二朗,,14.32,14.32,False
76_4_72～119歳_二俣川_2,2,田中壮一郎,0.6,14.32,14.32,False
76_4_72～119歳_二俣川_2,3,山﨑陸真,,14.75,14.75,False
76_4_72～119歳_二俣川_2,4,和田佳明,,12.81,12.81,False
76_4_72～119歳_葛西_3,1,山﨑緋呂,,16.17,16.17,False
76_4_72～119歳_葛西_3,2,矢野匠,0.57,16.17,16.17,False
76_4_72～119歳_葛西_3,3,嶋田翔太,,14.64,14.64,False
76_4_72～119歳_葛西_3,4,友國賀津希,,12.59,12.59,False
76_15_320～359歳_松戸_1,1,八田清子,0.9,19.92,19.92,False
76_15_320～359歳_松戸_1,2,須山順子,,22.74,22.74,False
76_15_320～359歳_松戸_1,3,川口栄子,,19.98,19.98,False
76_15_320～359歳_松戸_1,4,山本恭子,,21.65,21.65,False
76_15_320～359歳_天王洲_2,1,新堀友子(),,28.00,28.0,False
76_15_320～359歳_天王洲_2,2,平田美佐子,,26.29,26.29,False
76_15_320～359歳_天王洲_2,3,熊谷一枝,,26.34,26.34,False
76_15_320～359歳_天王洲_2,4,小宮山美芽,,18.40,18.4,False
76_15_280～319歳_天王洲_1,1,梅田栄己子,0.95,18.56,18.56,False
76_15_280～319歳_天王洲_1,2,鬼束洋子,,21.46,21.46,False
76_15_280～319歳_天王洲_1,3,後藤明美,,3.06,3.06,False
76_15_280～319歳_天王洲_1,4,浅野みどり,,32.25,32.25,False
76_15_280～319歳_大森_2,1,市野克子,1.08,19.46,19.46,False
76_15_280～319歳_大森_2,2,藤井一恵,,20.63,20.63,False
76_15_280～319歳_大森_2,3,室谷晴江,,18.95,18.95,False
76_15_280～319歳_大森_2,4,井上美佐子,,17.43,17.43,False
76_15_280～319歳_葛西_3,1,松村恵子,0.8,18.88,18.88,False
76_15_280～319歳_葛西_3,2,小澤優子,,20.50,20.5,False
76_15_280～319歳_葛西_3,3,大山恵子,,18.70,18.7,False
76_15_280～319歳_葛西_3,4,青砥美智子,,18.71,18.71,False
76_15_280～319歳_二俣川_4,1,近藤ひな子,0.88,17.47,17.47,False
76_15_280～319歳_二俣川_4,2,小沢邦恵,,19.66,19.66,False
76_15_280～319歳_二俣川_4,3,藤田悦子,,21.32,21.32,False
76_15_280～319歳_二俣川_4,4,清水裕子,,19.04,19.04,False
76_15_280～319歳_おおたか_5,1,佐藤晶子,0.75,18.81,18.81,False
76_15_280～319歳_おおたか_5,2,田中もみぢ,,21.54,21.54,False
76_15_280～319歳_おおたか_5,3,橋本順子,,25.99,25.99,False
76_15_280～319歳_おおたか_5,4,岩崎良子,,17.52,17.52,False
76_15_280～319歳_戸塚_6,1,永田陽子,0.82,23.32,23.32,False
76_15_280～319歳_戸塚_6,2,野澤典子,,19.68,19.68,False
76_15_280～319歳_戸塚_6,3,池田敏子,,20.31,20.31,False
76_15_280～319歳_戸塚_6,4,西巻トキ枝,,21.54,21.54,False
76_15_280～319歳_阿佐谷_7,1,樋口孝子,1.1,20.21,20.21,False
76_15_280～319歳_阿佐谷_7,2,田中敏子,,22.55,22.55,False
76_15_280～319歳_阿佐谷_7,3,池田真木子,,25.35,25.35,False
76_15_280～319歳_阿佐谷_7,4,大原清美,,17.13,17.13,False
76_15_280～319歳_戸塚_8,1,菅井道子,0.95,21.20,21.2,False
76_15_280～319歳_戸塚_8,2,酒谷真砂子,,19.47,19.47,False
76_15_280～319歳_戸塚_8,3,船山由美子,,24.29,24.29,False
76_15_280～319歳_戸塚_8,4,菅和江,,21.10,21.1,False
76_15_280～319歳_トレッサ_9,1,宮内佳代子,0.87,22.32,22.32,False
76_15_280～319歳_トレッサ_9,2,大山伴恵,,24.01,24.01,False
76_15_280～319歳_トレッサ_9,3,田神洋子,,24.17,24.17,False
76_15_280～319歳_トレッサ_9,4,鶴崎緑,,19.17,19.17,False
76_15_280～319歳_南千住_10,1,佐々木和江,0.9,22.87,22.87,False
76_15_280～319歳_南千住_10,2,大手佳江,,23.13,23.13,False
76_15_280～319歳_南千住_10,3,原田早苗,,24.26,24.26,False
76_15_280～319歳_南千住_10,4,山村昌子,,21.08,21.08,False
76_15_280～319歳_天王洲_11,1,櫻田琴,0.81,18.93,18.93,False
76_15_280～319歳_天王洲_11,2,柴田千代子,,25.89,25.89,False
76_15_280～319歳_天王洲_11,3,寺西寿賀子,,25.08,25.08,False
76_15_280～319歳_天王洲_11,4,長谷川節子,,22.38,22.38,False
76_15_280～319歳_南行徳_12,1,福澤チヅ子(),,28.57,28.57,False
76_15_280～319歳_南行徳_12,2,御手洗ヨシ,,23.33,23.33,False
76_15_280～319歳_南行徳_12,3,矢島きよえ,,22.47,22.47,False
76_15_280～319歳_南行徳_12,4,岡田まり子,,20.70,20.7,False
76_15_280～319歳_流山_13,1,菊池佐千代,0.88,23.86,23.86,False
76_15_280～319歳_流山_13,2,浜野操子,,28.13,28.13,False
76_15_280～319歳_流山_13,3,久保美紀枝,,25.36,25.36,False
76_15_280～319歳_流山_13,4,三木純子,,21.35,21.35,False
76_15_240～279歳_二俣川_1,1,野島久枝,0.87,17.47,17.47,False
76_15_240～279歳_二俣川_1,2,盛田真規子,,17.91,17.91,False
76_15_240～279歳_二俣川_1,3,上野真弓,,16.08,16.08,False
76_15_240～279歳_二俣川_1,4,武井麻知子,,15.68,15.68,False
76_15_240～279歳_成城_2,1,高柳祐子,0.59,16.32,16.32,False
76_15_240～279歳_成城_2,2,高梨美樹,,17.04,17.04,False
76_15_240～279歳_成城_2,3,茂櫛典子,,17.97,17.97,False
76_15_240～279歳_成城_2,4,佐藤洋子,,16.05,16.05,False
76_15_240～279歳_阿佐谷_3,1,石原なおみ,0.68,15.96,15.96,False
76_15_240～279歳_阿佐谷_3,2,近藤みゆき,,21.42,21.42,False
76_15_240～279歳_阿佐谷_3,3,宮田ひとみ,,18.56,18.56,False
76_15_240～279歳_阿佐谷_3,4,野島正代,,17.88,17.88,False
76_15_240～279歳_成城_4,1,松田聡美,0.88,17.84,17.84,False
76_15_240～279歳_成城_4,2,廣瀬伸子,,19.01,19.01,False
76_15_240～279歳_成城_4,3,柳沢智子,,19.04,19.04,False
76_15_240～279歳_成城_4,4,草森理子,,18.86,18.86,False
76_15_240～279歳_クリーンスパ_5,1,山崎悦子,0.82,21.17,21.17,False
76_15_240～279歳_クリーンスパ_5,2,渡辺米子,,21.56,21.56,False
76_15_240～279歳_クリーンスパ_5,3,江幡菜穂子,,18.29,18.29,False
76_15_240～279歳_クリーンスパ_5,4,森川佳余子,,16.78,16.78,False
76_15_240～279歳_溝ノ口_6,1,相馬絹代,0.76,18.84,18.84,False
76_15_240～279歳_溝ノ口_6,2,杉村由紀子,,19.88,19.88,False
76_15_240～279歳_溝ノ口_6,3,岡田美恵子,,20.36,20.36,False
76_15_240～279歳_溝ノ口_6,4,佐藤泰子,,18.82,18.82,False
76_15_240～279歳_慶應日吉_7,1,福本麻美,1.06,17.72,17.72,False
76_15_240～279歳_慶應日吉_7,2,原田由美子,,20.53,20.53,False
76_15_240～279歳_慶應日吉_7,3,榮真須美,,21.69,21.69,False
76_15_240～279歳_慶應日吉_7,4,森谷登志江,,18.04,18.04,False
76_15_240～279歳_我孫子_8,1,佐藤直子,0.7,18.57,18.57,False
76_15_240～279歳_我孫子_8,2,渋谷照代,,18.75,18.75,False
76_15_240～279歳_我孫子_8,3,松浦敏子,,20.60,20.6,False
76_15_240～279歳_我孫子_8,4,宇田川礼子,,20.21,20.21,False
76_15_240～279歳_大森_9,1,富樫博子,1.42,23.83,23.83,False
76_15_240～279歳_大森_9,3,佐々木政子,,7.24,7.24,False
76_15_240～279歳_大森_9,4,小林名緒子,,32.27,32.27,False
76_15_240～279歳_大森_9,1,二ノ宮美佳,0.75,18.75,18.75,False
76_15_240～279歳_大森_9,2,米林清子,,18.13,18.13,False
76_15_240～279歳_大森_9,3,中西トモ子,,,,False
76_15_240～279歳_大森_9,4,坂本光子,,,,False
76_15_200～239歳_千葉みなと_1,1,片岡祥子,0.69,13.63,13.63,False
76_15_200～239歳_千葉みなと_1,2,鎌田和代,,15.08,15.08,False
76_15_200～239歳_千葉みなと_1,3,年岡仁美,,14.69,14.69,False
76_15_200～239歳_千葉みなと_1,4,小谷佐織,,14.32,14.32,False
76_15_200～239歳_清瀬_2,1,大黒明日香,0.79,15.13,15.13,False
76_15_200～239歳_清瀬_2,2,田中貴子,,15.09,15.09,False
76_15_200～239歳_清瀬_2,3,大橋ほづ美,,15.64,15.64,False
76_15_200～239歳_清瀬_2,4,小倉直美,,16.05,16.05,False
76_15_200～239歳_自由が丘_3,1,高間智子,0.68,16.16,16.16,False
