round,pool_type,race_no,gender,event_name,age_group_label,world_record,japan_record,meet_record,rank,team_name,combined_age,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,lap_times
79,短水路,4,男子,4×25mメドレーリレー,160〜199歳,,,,7,セ・新都心,192,2/6,1:06.22,66.22,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,1,セ・天王洲,121,4/4,52.38,52.38,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,2,セ・葛西,128,3/2,53.28,53.28,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,3,セ・用賀,124,4/3,53.43,53.43,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,4,セ・二俣川,126,4/8,54.13,54.13,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,5,セ・成城,135,4/1,55.46,55.46,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,120〜159歳,,,,6,セ・おおたか,149,3/4,59.24,59.24,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,72〜119歳,,44.10,49.23,1,セ・葛西,89,4/10,54.40,54.4,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,72〜119歳,,44.10,49.23,2,セ・二俣川,107,4/7,54.71,54.71,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,72〜119歳,,44.10,49.23,3,セ・長津田,95,4/2,56.45,56.45,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,72〜119歳,,44.10,49.23,4,セ・柏,94,3/5,56.55,56.55,False,False,False,
79,短水路,4,男子,4×25mメドレーリレー,72〜119歳,,44.10,49.23,5,セ・八王子,86,1/9,57.72,57.72,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,320〜359歳,,1:13.57,1:24.29,1,セ・松戸,322,2/5,1:27.38,87.38,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,320〜359歳,,1:13.57,1:24.29,2,セ・市ヶ尾,320,1/4,1:31.92,91.92,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,320〜359歳,,1:13.57,1:24.29,3,セ・二俣川,325,1/7,1:46.84,106.84,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:04.07,1:10.90,1,セ・葛西,290,4/9,1:13.88,73.88,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:04.07,1:10.90,2,セ・大森,285,4/7,1:14.28,74.28,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:04.07,1:10.90,3,セ・天王洲,281,3/1,1:15.70,75.7,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:04.07,1:10.90,4,セ・柏,310,3/7,1:21.39,81.39,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:,1:10.90,5,セ・二俣川,282,2/6,1:22.36,82.36,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:,1:10.90,6,CS南行徳,280,2/3,1:24.52,84.52,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:,1:10.90,7,セ・新浦安,280,3/4,1:25.75,85.75,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:,1:10.90,8,セ・松戸,288,2/8,1:27.90,87.9,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,280〜319歳,,1:,1:10.90,9,セ・おおたか,301,1/8,1:30.30,90.3,False,False,False,"22.10,46.74,1:06.56"
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,1,セ・二俣川,246,5/3,1:05.97,65.97,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,2,セ・自由が丘,243,5/2,1:07.13,67.13,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,3,セ・西東京,252,4/5,1:09.24,69.24,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,4,セ・おおたか,253,3/3,1:12.08,72.08,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,5,セ・成城,260,5/8,1:12.10,72.1,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,6,セ・阿佐谷,249,3/5,1:12.69,72.69,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,7,ザバス川崎,253,5/9,1:13.15,73.15,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,56.17,1:02.49,8,セ・大森,242,1/5,1:15.22,75.22,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,,,9,セ・慶應日吉,258,3/9,1:16.20,76.2,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,,,10,セ・谷津,268,2/7,1:22.06,82.06,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,,,11,セ・上池袋,271,4/1,1:22.72,82.72,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,240〜279歳,,,,12,セ・大森,271,1/3,1:32.68,92.68,False,False,False,"22.93,54.36,1:15.45"
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,1,セ・葛西,209,5/5,1:01.98,61.98,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,2,セ・市ヶ尾,205,4/6,1:02.36,62.36,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,3,セ・二俣川,234,5/4,1:03.05,63.05,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,4,セ・新浦安,207,5/7,1:06.33,66.33,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,5,セ・成城,229,6/8,1:08.78,68.78,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,6,セ・志木,218,4/8,1:11.38,71.38,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,7,セ・袖ケ浦,215,4/2,1:12.33,72.33,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,8,セ・自由が丘,236,3/6,1:13.26,73.26,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,200〜239歳,,52.19,57.72,9,セ・南千住,231,3/2,1:21.83,81.83,False,False,False,"15.50,32.55,49.74"
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,1,セ・阿佐谷,179,6/3,1:00.45,60.45,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,2,セ・袖ケ浦,161,6/2,1:00.47,60.47,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,3,セ・おおたか,181,4/3,1:01.23,61.23,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,4,セ・天王洲,173,5/6,1:01.89,61.89,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,5,セ・二俣川,185,6/9,1:02.39,62.39,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,6,セ・慶應日吉,187,6/10,1:02.45,62.45,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,7,セ・S湘南台,163,6/7,1:03.89,63.89,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,50.98,54.64,8,セ・南青山,172,4/4,1:05.13,65.13,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,,,9,セ・南千住,197,5/1,1:06.85,66.85,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,,,10,セ・大宮宮原,198,3/8,1:07.31,67.31,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,160〜199歳,,,,11,セ・上池袋,193,4/10,1:08.09,68.09,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,120〜159歳,,48.93,54.71,1,セ・越谷,125,6/4,55.96,55.96,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,120〜159歳,,48.93,54.71,2,セ・長津田,129,6/5,56.44,56.44,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,72〜119歳,,49.27,53.18,1,セ・成城,106,6/6,55.56,55.56,False,False,False,
79,短水路,15,女子,4×25mフリーリレー,72〜119歳,,49.27,53.18,2,セ・二俣川,92,6/1,1:03.15,63.15,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,280〜319歳,,53.60,1:02.10,1,セ・阿佐谷,281,2/1,1:02.42,62.42,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,280〜319歳,,53.60,1:02.10,2,セ・流山,282,1/7,1:04.43,64.43,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,280〜319歳,,53.60,1:02.10,3,セ・慶應日吉,293,1/1,1:17.68,77.68,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,48.42,49.30,1,セ・新浦安,243,3/10,56.96,56.96,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,48.42,49.30,2,セ・用賀,240,2/6,58.40,58.4,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,48.42,49.30,3,セ・長津田,242,2/7,59.08,59.08,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,48.42,49.30,4,セ・市ヶ尾,244,2/3,1:00.26,60.26,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,,,5,セ・おおたか,263,1/2,1:02.72,62.72,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,,,6,セ・葛西,247,2/10,1:03.59,63.59,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,240〜279歳,,,,7,セ・成城,255,1/6,1:06.14,66.14,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,45.10,47.12,1,セ・二俣川,216,3/8,54.14,54.14,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,45.10,47.12,2,セ・上池袋,211,2/5,55.80,55.8,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,45.10,47.12,3,セ・慶應日吉,211,2/8,59.80,59.8,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,45.10,47.12,4,セ・長津田,230,2/4,1:00.23,60.23,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,,,5,セ・天王洲,214,2/2,1:02.48,62.48,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,,,6,セ・武蔵小杉,232,1/4,1:04.87,64.87,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,200〜239歳,,,,7,セ・大森,222,1/3,1:08.41,68.41,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,1,セ・二俣川,167,4/5,45.80,45.8,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,2,セ・天王洲,161,4/8,48.80,48.8,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,3,セ・おおたか,162,4/7,49.98,49.98,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,4,セ・阿佐谷,186,3/5,50.39,50.39,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,5,セ・慶應日吉,171,3/3,50.67,50.67,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,6,ザバス八景,180,3/2,52.79,52.79,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,7,セ・八王子,199,2/9,53.66,53.66,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,8,セ・茂原,188,1/8,1:01.11,61.11,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,160〜199歳,,41.13,45.05,9,セ・南青山,197,1/9,1:02.74,62.74,False,False,False,"13.11,25.84,39.20"
79,短水路,16,男子,4×25mフリーリレー,120〜159歳,,40.76,42.92,1,セ・二俣川,135,3/6,47.77,47.77,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,120〜159歳,,40.76,42.92,2,セ・葛西,134,3/9,49.38,49.38,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,120〜159歳,,40.76,42.92,3,セ・阿佐谷,138,4/3,49.55,49.55,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,120〜159歳,,40.76,42.92,4,セ・成城,121,4/9,49.85,49.85,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,120〜159歳,,40.76,42.92,5,セ・市ヶ尾,130,3/1,50.70,50.7,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,72〜119歳,,38.99,44.07,1,セ・二俣川,94,4/4,47.61,47.61,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,72〜119歳,,38.99,44.07,2,セ・天王洲,112,4/2,49.10,49.1,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,72〜119歳,,38.99,44.07,2,セ・長津田,95,4/6,49.10,49.1,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,72〜119歳,,38.99,44.07,4,セ・柏,94,3/7,49.45,49.45,False,False,False,
79,短水路,16,男子,4×25mフリーリレー,72〜119歳,,38.99,44.07,5,セ・葛西,93,4/10,50.57,50.57,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,280〜319歳,2:32.54,2:44.80,3:02.99,1,セ・成城,289,1/6,3:11.14,191.14,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,280〜319歳,2:32.54,2:44.80,3:02.99,2,セ・おおたか,280,1/8,3:20.82,200.82,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,280〜319歳,2:32.54,2:44.80,3:02.99,3,セ・慶應日吉,284,1/7,3:22.66,202.66,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,280〜319歳,2:32.54,2:44.80,3:02.99,4,セ・二俣川,287,1/9,3:56.22,236.22,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,240〜279歳,2:14.33,2:16.85,2:39.90,1,セ・二俣川,247,3/10,2:39.58,159.57999999999998,True,False,False,
79,短水路,17,女子,4×50mメドレーリレー,240〜279歳,2:14.33,2:16.85,2:39.90,2,セ・成城,245,2/10,2:49.71,169.71,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,240〜279歳,2:14.33,2:16.85,2:39.90,3,セ・慶應日吉,247,1/5,3:02.12,182.12,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,240〜279歳,,,,4,セ・阿佐谷,244,1/4,3:15.62,195.62,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,1,セ・市ヶ尾,205,3/1,2:37.51,157.51,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,2,セ・越谷,208,2/8,2:39.43,159.43,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,3,セ・大宮宮原,226,2/9,2:41.35,161.35,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,4,セ・西新井,200,1/3,2:51.41,171.41,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,5,セ・蒲田,210,1/2,2:52.34,172.34,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,200〜239歳,2:05.48,2:05.48,2:16.24,6,セ・二俣川,225,2/1,2:58.95,178.95,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,1,セ・大森,193,2/4,2:30.75,150.75,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,2,セ・阿佐谷,179,2/5,2:31.51,151.51,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,3,セ・清瀬,180,3/9,2:33.48,153.48,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,4,セ・二俣川,173,2/7,2:43.23,163.23,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,5,セ・平塚,178,3/2,2:46.70,166.7,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,6,セ・長津田,185,2/3,2:49.93,169.93,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,7,セ・南千住,197,3/8,2:50.19,170.19,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,160〜199歳,1:59.33,2:03.16,2:17.54,8,セ・S湘南台,187,2/2,3:04.43,184.43,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,120〜159歳,1:54.21,1:54.21,2:12.93,1,セ・長津田,132,3/5,2:10.47,130.47,True,False,False,
79,短水路,17,女子,4×50mメドレーリレー,120〜159歳,1:54.21,1:54.21,2:12.93,2,セ・武蔵小杉,136,3/6,2:14.30,134.3,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,120〜159歳,1:54.21,1:54.21,2:12.93,3,セ・葛西,152,3/7,2:17.27,137.27,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,120〜159歳,1:54.21,1:54.21,2:12.93,4,セ・成城,120,3/4,2:18.30,138.3,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,120〜159歳,1:54.21,1:54.21,2:12.93,5,セ・慶應日吉,152,3/3,2:33.24,153.24,False,False,False,
79,短水路,17,女子,4×50mメドレーリレー,72〜119歳,1:54.05,1:54.05,2:16.70,1,セ・下北沢,86,2/6,2:24.14,144.14,False,False,False,
79,短水路,18,男子,4×50mメドレーリレー,240〜279歳,1:54.15,1:56.07,1:56.54,1,セ・成城,247,1/2,2:26.10,146.1,False,False,False,
79,短水路,18,男子,4×50mメドレーリレー,240〜279歳,1:54.15,1:56.07,1:56.54,2,セ・長津田,241,1/7,2:30.99,150.99,False,False,False,
79,短水路,18,男子,4×50mメドレーリレー,200〜239歳,1:46.84,1:47.74,1:52.43,1,セ・市ヶ尾,201,3/8,1:59.72,119.72,False,False,False,
79,短水路,18,男子,4×50mメドレーリレー,200〜239歳,1:46.84,1:47.74,1:52.43,2,セ・清瀬,224,2/6,2:08.91,128.91,False,False,False,
