relay_key,swim_order,athlete_name,dive_time,split_display,split_seconds,is_record
78_4_200～239歳_茂原_7,2,山本和巳,0.59,36.62,36.62,False
78_4_200～239歳_茂原_7,3,梅村潔,0.43,39.83,39.83,False
78_4_200～239歳_茂原_7,4,神戸優悠希,0.33,25.72,25.72,False
78_4_200～239歳_大森_8,1,御手洗康美,1.13,46.13,46.13,False
78_4_200～239歳_大森_8,2,海老原健太,0.61,30.08,30.08,False
78_4_200～239歳_大森_8,3,町田克浩,0.3,30.51,30.51,False
78_4_200～239歳_大森_8,4,瀧川一興,0.67,34.55,34.55,False
78_4_200～239歳_南青山_9,1,安藤靖,0.83,41.79,41.79,False
78_4_200～239歳_南青山_9,2,安藤朋邦,0.66,36.01,36.01,False
78_4_200～239歳_南青山_9,3,横浜健,0.35,34.98,34.98,False
78_4_200～239歳_南青山_9,4,中嶋智史,0.54,32.51,32.51,False
78_4_160～199歳_二俣川_1,1,前田康輔,0.72,24.68,24.68,False
78_4_160～199歳_二俣川_1,2,前田崇行,0.26,25.26,25.26,False
78_4_160～199歳_二俣川_1,3,鶴谷学,0.23,25.26,25.26,False
78_4_160～199歳_二俣川_1,4,寺田貴洋,0.11,26.61,26.61,False
78_4_160～199歳_市ヶ尾_2,1,池田正輝,0.67,25.97,25.97,False
78_4_160～199歳_市ヶ尾_2,2,山内悠,0.2,27.59,27.59,False
78_4_160～199歳_市ヶ尾_2,3,木村考太,0.24,26.83,26.83,False
78_4_160～199歳_市ヶ尾_2,4,田中諒也,0.62,24.88,24.88,False
78_4_160～199歳_天王洲_3,1,小野健,0.64,26.47,26.47,False
78_4_160～199歳_天王洲_3,2,星友也,0.46,26.19,26.19,False
78_4_160～199歳_天王洲_3,3,久保卓士,0.61,30.07,30.07,False
78_4_160～199歳_天王洲_3,4,倉持公一,0.4,27.68,27.68,False
78_4_160～199歳_柏_4,1,廣川大起,0.58,25.99,25.99,False
78_4_160～199歳_柏_4,2,長田裕史,0.31,28.40,28.4,False
78_4_160～199歳_柏_4,3,磯貝知弘,0.41,29.43,29.43,False
78_4_160～199歳_柏_4,4,上野太紀夫,0.26,30.89,30.89,False
78_4_160～199歳_清瀬_5,1,西沢歩,0.67,27.26,27.26,False
78_4_160～199歳_清瀬_5,2,塚本拓也,0.4,26.56,26.56,False
78_4_160～199歳_清瀬_5,3,松本考弘,0.68,31.66,31.66,False
78_4_160～199歳_清瀬_5,4,大木義之,0.45,34.99,34.99,False
78_4_160～199歳_成城_6,1,石井龍,0.71,27.54,27.54,False
78_4_160～199歳_成城_6,2,浦田昌和,0.42,38.20,38.2,False
78_4_160～199歳_成城_6,3,柿沼龍史,0.28,27.06,27.06,False
78_4_160～199歳_成城_6,4,村上守,0.33,28.16,28.16,False
78_4_160～199歳_阿佐谷_7,1,北川貴義,0.69,27.73,27.73,False
78_4_160～199歳_阿佐谷_7,2,松本隆宏,0.62,34.67,34.67,False
78_4_160～199歳_阿佐谷_7,3,若杉佳宏,0.25,29.69,29.69,False
78_4_160～199歳_阿佐谷_7,4,和田亮,0.64,29.99,29.99,False
78_4_160～199歳_大森_8,1,渡部慎也,0.81,30.69,30.69,False
78_4_160～199歳_大森_8,2,宇佐美学,0.61,35.74,35.74,False
78_4_160～199歳_大森_8,3,成田敏隆,0.53,32.72,32.72,False
78_4_160～199歳_大森_8,4,野村峰生,0.42,26.78,26.78,False
78_4_160～199歳_川崎_9,1,大橋克也,0.78,31.17,31.17,False
78_4_160～199歳_川崎_9,2,土井満,0.75,35.60,35.6,False
78_4_160～199歳_川崎_9,3,加藤慎悟,0.6,31.36,31.36,False
78_4_160～199歳_川崎_9,4,高瀬信雄,0.47,32.38,32.38,False
78_4_160～199歳_川崎_9,1,川島由伸(),,,,False
78_4_160～199歳_川崎_9,2,阿部宏之助(-----),,,,False
78_4_160～199歳_川崎_9,3,木村秀光(-----),,,,False
78_4_160～199歳_川崎_9,4,吉田拓磨(-----),,,,False
78_4_120～159歳_おおたか_1,1,都築クラウディオ佑亮,0.75,26.86,26.86,False
78_4_120～159歳_おおたか_1,2,古川貴章,0.46,27.17,27.17,False
78_4_120～159歳_おおたか_1,3,大作善祥,0.24,28.45,28.45,False
78_4_120～159歳_おおたか_1,4,石井了,0.39,24.34,24.34,False
78_4_120～159歳_阿佐谷_2,1,和田弘太郎,0.7,26.15,26.15,False
78_4_120～159歳_阿佐谷_2,2,津守陽介,0.19,27.07,27.07,False
78_4_120～159歳_阿佐谷_2,3,棚網宏之,0.3,27.96,27.96,False
78_4_120～159歳_阿佐谷_2,4,荒井啓汰,0.4,27.08,27.08,False
78_4_120～159歳_葛西_3,1,前島悠也,0.67,27.16,27.16,False
78_4_120～159歳_葛西_3,2,泉翔太,0.4,26.21,26.21,False
78_4_120～159歳_葛西_3,3,石井孟,0.28,26.24,26.24,False
78_4_120～159歳_葛西_3,4,矢野匠,0.41,29.33,29.33,False
78_4_120～159歳_慶應日吉_4,1,菅原啓,0.62,24.78,24.78,False
78_4_120～159歳_慶應日吉_4,2,河野悟,0.36,28.87,28.87,False
78_4_120～159歳_慶應日吉_4,3,金井元気,0.22,27.13,27.13,False
78_4_120～159歳_慶應日吉_4,4,福田雄太,0.21,28.65,28.65,False
78_4_72～119歳_成城_1,1,板場貴大,0.9,24.84,24.84,False
78_4_72～119歳_成城_1,2,宮田遼太,0.4,26.13,26.13,False
78_4_72～119歳_成城_1,3,黒田大介,0.07,26.29,26.29,False
78_4_72～119歳_成城_1,4,服部碧,0.31,24.33,24.33,False
78_4_72～119歳_二俣川_2,1,田中啓二朗,0.63,26.35,26.35,False
78_4_72～119歳_二俣川_2,2,和田佳明,0.65,29.54,29.54,False
78_4_72～119歳_二俣川_2,3,成田昌記,0.35,26.68,26.68,False
78_4_72～119歳_二俣川_2,4,田中壮一郎,0.43,25.87,25.87,False
78_4_72～119歳_天王洲_3,1,木渕大輝,0.67,26.63,26.63,False
78_4_72～119歳_天王洲_3,2,中村翼,0.32,27.98,27.98,False
78_4_72～119歳_天王洲_3,3,加間英貴,0.58,29.10,29.1,False
78_4_72～119歳_天王洲_3,4,鈴木裕介,0.47,29.80,29.8,False
78_5_280～319歳_天王洲_1,1,小宮山美芽,0.82,50.08,50.08,False
78_5_280～319歳_天王洲_1,2,梅田栄己子,0.61,49.57,49.57,False
78_5_280～319歳_天王洲_1,3,後藤明美,0.63,50.38,50.38,False
78_5_280～319歳_天王洲_1,4,浅野みどり,0.45,43.77,43.77,False
78_5_240～279歳_二俣川_1,1,松川律子,0.81,40.21,40.21,False
78_5_240～279歳_二俣川_1,2,盛田真規子,0.52,44.06,44.06,False
78_5_240～279歳_二俣川_1,3,野島久枝,0.58,40.23,40.23,False
78_5_240～279歳_二俣川_1,4,永瀬秀子,0.41,38.51,38.51,False
78_5_240～279歳_慶應日吉_2,1,森谷登志江,0.9,43.52,43.52,False
78_5_240～279歳_慶應日吉_2,2,鈴木夏実,0.91,44.74,44.74,False
78_5_240～279歳_慶應日吉_2,3,高見沢ゆみ子,0.58,45.23,45.23,False
78_5_240～279歳_慶應日吉_2,4,田村明美,0.66,43.97,43.97,False
78_5_240～279歳_南千住_3,1,杉本浩美,0.77,33.85,33.85,False
78_5_240～279歳_南千住_3,2,石崎節代,0.61,46.83,46.83,False
78_5_240～279歳_南千住_3,3,古宇田淳子,0.67,47.55,47.55,False
78_5_240～279歳_南千住_3,4,下川喜美枝,0.83,54.62,54.62,False
78_5_200～239歳_松戸_1,1,及川薫,0.87,42.66,42.66,False
78_5_200～239歳_松戸_1,2,青木華世子,0.07,38.72,38.72,False
78_5_200～239歳_松戸_1,3,八尋加苗,0.5,38.19,38.19,False
78_5_200～239歳_松戸_1,4,高橋圭,0.17,37.00,37.0,False
78_5_200～239歳_大宮宮原_2,1,花木尚美,0.79,38.09,38.09,False
78_5_200～239歳_大宮宮原_2,2,坂井慶子,0.57,43.63,43.63,False
78_5_200～239歳_大宮宮原_2,3,市川百合子,,42.48,42.48,False
78_5_200～239歳_大宮宮原_2,4,若林朋子,0.66,40.11,40.11,False
78_5_200～239歳_阿佐谷_3,1,棚網惠理,0.84,39.06,39.06,False
78_5_200～239歳_阿佐谷_3,2,三嶋祐子,0.89,51.29,51.29,False
78_5_200～239歳_阿佐谷_3,3,大久保彩子,0.66,49.32,49.32,False
78_5_200～239歳_阿佐谷_3,4,宮百合恵,0.69,38.90,38.9,False
78_5_200～239歳_大森_4,1,高島典子,0.84,43.60,43.6,False
78_5_200～239歳_大森_4,2,森信子,0.52,45.73,45.73,False
78_5_200～239歳_大森_4,3,桐沢ひとみ,,51.51,51.51,False
78_5_200～239歳_大森_4,4,冨永結衣子,0.39,42.29,42.29,False
78_5_160～199歳_二俣川_1,1,竹下菜々美,0.69,31.92,31.92,False
78_5_160～199歳_二俣川_1,2,草野茜,0.43,39.00,39.0,False
78_5_160～199歳_二俣川_1,3,吉池奈々,0.54,38.39,38.39,False
78_5_160～199歳_二俣川_1,4,前田由希映,0.48,41.18,41.18,False
78_5_160～199歳_慶應日吉_2,1,宮本八重,0.7,33.97,33.97,False
78_5_160～199歳_慶應日吉_2,2,RacaruGabriela,0.66,41.03,41.03,False
78_5_160～199歳_慶應日吉_2,3,福本麻美,0.48,39.09,39.09,False
78_5_160～199歳_慶應日吉_2,4,小豆澤和代,0.69,35.69,35.69,False
78_5_160～199歳_天王洲_3,1,萩原ゆりか,0.94,39.34,39.34,False
78_5_160～199歳_天王洲_3,2,井島孝子,0.72,46.79,46.79,False
78_5_160～199歳_天王洲_3,3,中辻澄美,0.64,41.76,41.76,False
78_5_160～199歳_天王洲_3,4,四井美穂,,54.06,54.06,False
78_5_160～199歳_長津田_4,1,久保とし子,1.04,49.25,49.25,False
78_5_160～199歳_長津田_4,2,久保かおり,0.27,41.46,41.46,False
78_5_160～199歳_長津田_4,3,久保美由紀,0.2,44.41,44.41,False
78_5_160～199歳_長津田_4,4,宮林佑紀,0.89,37.23,37.23,False
78_5_120～159歳_長津田_1,1,吉村華余,0.78,32.83,32.83,False
78_5_120～159歳_長津田_1,2,川北恵,0.48,31.50,31.5,False
78_5_120～159歳_長津田_1,3,森谷麻貴,0.18,35.22,35.22,False
78_5_120～159歳_長津田_1,4,高橋紗良,0.29,32.81,32.81,False
78_5_120～159歳_成城_2,1,仲田笑美,0.73,32.47,32.47,False
78_5_120～159歳_成城_2,2,丸玖瑠都,0.43,32.08,32.08,False
78_5_120～159歳_成城_2,3,中畑眸,0.41,34.36,34.36,False
78_5_120～159歳_成城_2,4,佐々木彩,0.19,33.13,33.13,False
78_6_200～239歳_長津田_1,1,花井一也,0.63,30.16,30.16,False
78_6_200～239歳_長津田_1,2,藤本豊和,0.28,31.11,31.11,False
78_6_200～239歳_長津田_1,3,星野隆,0.5,30.99,30.99,False
78_6_200～239歳_長津田_1,4,矢部裕之,0.54,31.01,31.01,False
78_6_200～239歳_市ヶ尾_2,1,田窪達,0.65,27.99,27.99,False
78_6_200～239歳_市ヶ尾_2,2,安間稔,0.61,36.56,36.56,False
78_6_200～239歳_市ヶ尾_2,3,山内悠,0.28,29.46,29.46,False
78_6_200～239歳_市ヶ尾_2,4,吉岡範人,0.45,31.30,31.3,False
78_6_200～239歳_二俣川_3,1,堀川広祐,0.66,31.37,31.37,False
78_6_200～239歳_二俣川_3,2,下家成人,0.31,32.86,32.86,False
78_6_200～239歳_二俣川_3,3,関口義和,0.35,33.04,33.04,False
78_6_200～239歳_二俣川_3,4,草野剛史,0.37,35.80,35.8,False
78_6_200～239歳_天王洲_4,1,寺田遼太,0.85,31.42,31.42,False
78_6_200～239歳_天王洲_4,2,千葉忠英,0.52,37.34,37.34,False
78_6_200～239歳_天王洲_4,3,日暮正明,0.71,37.84,37.84,False
78_6_200～239歳_天王洲_4,4,佐藤流生,0.7,47.17,47.17,False
78_6_160～199歳_二俣川_1,1,前田崇行,0.7,27.78,27.78,False
78_6_160～199歳_二俣川_1,2,知見邦彦,0.26,30.08,30.08,False
78_6_160～199歳_二俣川_1,3,鶴谷学,0.36,27.10,27.1,False
78_6_160～199歳_二俣川_1,4,前田康輔,0.34,26.04,26.04,False
78_6_160～199歳_天王洲_2,1,小野健,0.65,27.34,27.34,False
78_6_160～199歳_天王洲_2,2,倉持公一,0.38,30.05,30.05,False
78_6_160～199歳_天王洲_2,3,久保卓士,0.61,35.01,35.01,False
78_6_160～199歳_天王洲_2,4,星友也,0.32,28.17,28.17,False
78_6_160～199歳_成城_3,1,石井龍,0.7,29.62,29.62,False
78_6_160～199歳_成城_3,2,村上守,0.5,30.31,30.31,False
78_6_160～199歳_成城_3,3,宮田遼太,0.34,28.41,28.41,False
78_6_160～199歳_成城_3,4,羽田浩一,0.45,32.87,32.87,False
78_6_160～199歳_大宮宮原_4,1,皆川雅登,0.74,32.51,32.51,False
78_6_160～199歳_大宮宮原_4,2,宮川則仁,0.47,32.90,32.9,False
78_6_160～199歳_大宮宮原_4,3,川瀬健次,0.32,30.02,30.02,False
78_6_160～199歳_大宮宮原_4,4,岡内昭伍,0.39,28.25,28.25,False
78_6_160～199歳_阿佐谷_5,1,紺野忠大,0.74,37.10,37.1,False
78_6_160～199歳_阿佐谷_5,2,若杉佳宏,0.38,32.87,32.87,False
