round,pool_type,race_no,gender,event_name,age_group,world_record,japan_record,meet_record,rank,athlete_name,team_name,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,points_w,points_n,dive_time,lap_times,is_dnf
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,1,石井裕美,セ・ときわ台,4/6,3:00.12,180.12,False,False,False,524.0,732.0,0.82,"41.25,1:27.16,2:14.94",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,2,野崎由美子,セ・おおたか,3/9,3:17.26,197.26,False,False,False,399.0,557.0,0.86,"45.26,1:34.90,2:27.54",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,3,森谷登志江,セ・慶應日吉,3/6,3:17.81,197.81,False,False,False,396.0,552.0,0.82,"43.24,1:32.40,2:24.96",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,4,山崎京子,セ・横浜,3/5,3:18.21,198.21,False,False,False,393.0,549.0,0.92,"44.24,1:35.01,2:28.14",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,5,久松葉子,セ・成瀬,2/7,3:37.42,217.42000000000002,False,False,False,298.0,416.0,,"50.92,1:45.68,2:42.39",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,6,宮田ひとみ,セ・阿佐谷,1/7,4:04.84,244.84,False,False,False,208.0,291.0,0.91,"56.00,1:57.73,3:00.93",False
80,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.36,2:54.20,7,大西和子,セ・天王洲,1/1,4:45.78,285.78,False,False,False,131.0,183.0,1.32,"1:00.87,2:12.55,3:30.28",False
80,長水路,1,女子,200m自由形,60～64歳,2:16.57,2:31.90,2:35.22,1,大岡美良乃,セ・阿佐谷,4/7,3:04.08,184.08,False,False,False,408.0,561.0,0.88,"41.98,1:27.58,2:15.78",False
80,長水路,1,女子,200m自由形,60～64歳,2:16.57,2:31.90,2:35.22,2,福原美奈,セ・稲毛海岸,3/3,3:16.43,196.43,False,False,False,336.0,462.0,0.81,"45.45,1:35.21,2:26.45",False
80,長水路,1,女子,200m自由形,60～64歳,2:16.57,2:31.90,2:35.22,3,盛田真規子,セ・二俣川,3/2,3:21.35,201.35,False,False,False,312.0,429.0,0.81,"46.09,1:37.58,2:30.76",False
80,長水路,1,女子,200m自由形,60～64歳,2:16.57,2:31.90,2:35.22,4,森内裕子,セ・天王洲,2/8,3:38.61,218.61,False,False,False,243.0,335.0,1.1,"50.67,1:45.33,2:43.12",False
80,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.85,2:31.44,1,松川律子,セ・二俣川,4/10,3:17.44,197.44,False,False,False,328.0,411.0,0.79,"42.89,1:32.39,2:24.92",False
80,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.85,2:31.44,2,成島志雅子,セ・Ｆ宇都宮,3/1,3:20.46,200.46,False,False,False,314.0,393.0,0.85,"42.90,1:32.21,2:26.52",False
80,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.85,2:31.44,3,山口仁子,セ・上池袋,3/8,3:24.41,204.41,False,False,False,296.0,370.0,1.06,"49.62,1:42.69,2:36.33",False
80,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.85,2:31.44,4,是永朋子,セ・二俣川,2/3,3:45.21,225.21,False,False,False,221.0,277.0,1.0,"51.21,1:48.87,2:50.10",False
80,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.85,2:31.44,5,佐々木夕子,セ・市ヶ尾,1/5,3:50.66,230.66,False,False,False,206.0,258.0,0.93,"53.71,1:51.32,2:51.22",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,1,広瀬百合香,セ・武蔵小杉,5/8,2:44.81,164.81,False,False,False,506.0,639.0,0.73,"36.89,1:18.73,2:02.82",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,2,木村美佐子,セ・南宇都宮,5/9,2:44.91,164.91,False,False,False,505.0,638.0,0.74,"37.07,1:18.72,2:01.90",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,3,池田智子,セ・目黒,5/2,2:53.94,173.94,False,False,False,431.0,543.0,0.9,"40.26,1:23.91,2:08.88",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,4,高橋麻子,セ・市ヶ尾,4/4,2:56.44,176.44,False,False,False,413.0,521.0,0.81,"41.37,1:27.19,2:14.25",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,5,柳有美子,セ・おおたか,4/3,2:57.85,177.85,False,False,False,403.0,508.0,0.85,"41.92,1:27.70,2:14.41",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,6,細沼悦子,セ・越谷,4/2,3:08.04,188.04,False,False,False,341.0,430.0,0.87,"43.90,1:33.10,2:23.54",False
80,長水路,1,女子,200m自由形,50～54歳,2:11.40,2:21.98,2:27.87,7,西川由美子,セ・葛西,4/1,3:10.40,190.4,False,False,False,328.0,414.0,0.8,"41.94,1:30.07,2:20.78",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,1,青山里香,セ・成瀬,5/1,2:44.72,164.72,False,False,False,492.0,585.0,0.83,"37.72,1:19.68,2:03.24",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,2,四井美穂,セ・天王洲,3/10,2:54.28,174.28,False,False,False,415.0,494.0,0.93,"39.69,1:23.45,2:08.91",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,3,吉池奈々,セ・二俣川,4/8,3:08.11,188.11,False,False,False,330.0,393.0,0.73,"41.55,1:28.23,2:17.82",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,4,前田由希映,セ・二俣川,3/4,3:17.25,197.25,False,False,False,286.0,341.0,0.87,"46.60,1:35.95,2:29.07",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,5,斉藤靖子,セ・目黒,1/3,3:52.01,232.01,False,False,False,176.0,209.0,1.32,"53.89,1:52.34,2:54.50",False
80,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,6,高島典子,セ・大森,1/8,4:14.73,254.73,False,False,False,133.0,158.0,0.9,"55.26,1:59.94,3:07.51",False
80,長水路,1,女子,200m自由形,40～44歳,2:08.42,2:08.42,2:31.64,1,宮下奏子,セ・市ヶ尾,5/3,2:40.23,160.23,False,False,False,514.0,514.0,0.69,"35.99,1:16.70,1:58.94",False
80,長水路,1,女子,200m自由形,40～44歳,2:08.42,2:08.42,2:31.64,2,久保かおり,セ・長津田,4/9,3:13.02,193.02,False,False,False,294.0,294.0,0.88,"43.79,1:33.81,2:25.17",False
80,長水路,1,女子,200m自由形,35～39歳,2:05.38,2:07.99,2:17.30,1,久保美由紀,セ・長津田,3/7,3:29.59,209.59,False,False,False,214.0,227.0,1.04,"46.24,1:40.48,2:37.46",False
80,長水路,1,女子,200m自由形,30～34歳,2:02.35,2:04.62,2:20.79,1,大和久佳江,セ・袖ヶ浦,5/4,2:31.12,151.12,False,False,False,530.0,560.0,0.71,"33.51,1:10.63,1:50.25",False
80,長水路,1,女子,200m自由形,30～34歳,2:02.35,2:04.62,2:20.79,2,篠原萌,セ・西新井,5/10,2:54.91,174.91,False,False,False,342.0,361.0,0.84,"37.40,1:21.29,2:08.60",False
80,長水路,1,女子,200m自由形,25～29歳,2:02.06,2:06.81,2:20.67,1,新後海優,セ・トレッサ,5/6,2:27.08,147.07999999999998,False,False,False,571.0,640.0,0.73,"32.74,1:09.22,1:48.12",False
80,長水路,1,女子,200m自由形,18～24歳,,,2:16.87,1,岩城心美,セ・武蔵小杉,5/5,2:16.09,136.09,True,False,False,,,,"31.44,1:05.88,1:41.30",False
80,長水路,1,女子,200m自由形,18～24歳,,,2:16.87,2,下平紗和,セ・八王子,5/7,2:32.24,152.24,False,False,False,,,,"34.30,1:12.71,1:53.30",False
80,長水路,2,男子,200m自由形,85～89歳,3:03.50,3:10.33,3:35.53,1,中田正二,セ・成城,1/4,3:43.11,223.11,False,False,False,556.0,620.0,1.03,"48.11,1:44.52,2:44.61",False
80,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,1,安藤次郎,セ・館山,2/5,3:03.48,183.48,False,False,False,500.0,589.0,0.86,"40.30,1:26.35,2:16.01",False
80,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,2,藤田善久,セ・八千代台,1/6,3:33.94,213.94,False,False,False,315.0,372.0,0.91,"45.76,1:39.57,2:36.83",False
80,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,3,白井清嗣,セ・大宮宮原,1/2,3:34.51,214.51,False,False,False,313.0,369.0,1.08,"47.41,1:41.17,2:37.39",False
80,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,4,伴野保志,セ・阿佐谷,1/9,4:37.99,277.99,False,False,False,143.0,169.0,1.13,"59.49,2:10.17,3:25.15",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,1,吉原一彦,セ・阿佐谷,5/7,2:33.15,153.15,True,False,False,708.0,812.0,0.77,"35.24,1:13.75,1:53.63",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,2,柏木治久,セ・成瀬,2/6,2:59.93,179.93,False,False,False,436.0,500.0,0.83,"40.84,1:26.87,2:15.90",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,3,飯沼明,セ・長津田,2/3,3:19.68,199.68,False,False,False,319.0,366.0,0.82,"46.61,1:36.67,2:28.26",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,4,菱沼和男,セ・葛西,2/4,3:19.81,199.81,False,False,False,318.0,365.0,0.94,"47.56,1:38.14,2:29.85",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,5,橋本政明,セ・志木,2/8,3:23.92,203.92000000000002,False,False,False,299.0,343.0,0.87,"47.27,1:38.66,2:31.88",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,6,森下善夫,セ・大宮宮原,1/7,3:34.57,214.57,False,False,False,257.0,295.0,1.03,"49.28,1:43.58,2:39.49",False
80,長水路,2,男子,200m自由形,70～74歳,2:16.51,2:22.88,2:33.71,7,折居彰,セ・阿佐谷,1/8,3:39.52,219.52,False,False,False,240.0,275.0,1.17,"50.23,1:46.56,2:43.87",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,1,和田浩一,セ・用賀,5/3,2:39.27,159.27,False,False,False,536.0,678.0,0.74,"35.70,1:14.95,1:56.93",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,2,神尾尚人,セ・市ヶ尾,4/8,2:41.08,161.07999999999998,False,False,False,518.0,655.0,0.72,"36.81,1:17.58,1:59.83",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,3,若島健二,セ・二俣川,4/9,2:56.47,176.47,False,False,False,394.0,498.0,0.84,"41.52,1:25.81,2:11.52",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,4,山本和巳,セ・茂原,2/7,3:12.92,192.92,False,False,False,301.0,381.0,0.85,"46.00,1:35.65,2:26.18",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,5,二宮次郎,セ・南宇都宮,1/5,3:23.83,203.82999999999998,False,False,False,255.0,323.0,0.74,"42.70,1:34.07,2:29.39",False
80,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:26.86,6,黒川恵一,セ・市ヶ尾,2/9,3:24.32,204.32,False,False,False,253.0,321.0,0.86,"44.80,1:36.33,2:30.90",False
80,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,1,菊池千二,セ・市ヶ尾,3/1,2:29.67,149.67000000000002,False,False,False,620.0,771.0,0.79,"32.23,1:09.74,1:49.88",False
80,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,2,古木隆介,セ・用賀,5/6,2:30.00,150.0,False,False,False,616.0,766.0,0.75,"33.88,1:11.55,1:51.39",False
80,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,3,安間稔,セ・市ヶ尾,3/9,2:57.78,177.78,False,False,False,370.0,460.0,0.83,"40.42,1:26.03,2:13.05",False
80,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,4,二宮淳,セ・トレッサ,3/6,2:59.83,179.82999999999998,False,False,False,357.0,444.0,0.8,"41.73,1:26.19,2:13.39",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,1,早川友二,セ・武蔵小杉,6/4,2:22.32,142.32,False,False,False,644.0,719.0,0.8,"32.98,1:09.19,1:46.89",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,2,倉持孝博,セ・おおたか,5/8,2:25.15,145.15,False,False,False,607.0,677.0,0.74,"34.69,1:12.29,1:50.52",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,3,宮木幸彦,セ・葛西,4/5,2:35.21,155.21,False,False,False,496.0,554.0,0.76,"36.83,1:17.29,1:57.69",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,4,宮川則仁,セ・大宮宮原,3/7,2:37.49,157.49,False,False,False,475.0,530.0,0.83,"35.74,1:15.92,1:57.00",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,5,萩中希予史,セ・ときわ台,4/4,2:38.71,158.71,False,False,False,464.0,518.0,0.78,"34.12,1:12.59,1:55.41",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,6,山田大介,セ・武蔵小杉,4/6,2:39.98,159.98,False,False,False,453.0,506.0,0.74,"37.65,1:18.15,1:59.13",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,7,弭間政隆,セ・葛西,3/5,2:45.16,165.16,False,False,False,412.0,460.0,0.92,"38.83,1:21.59,2:03.94",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,8,荒井正明,セ・八千代台,3/3,2:47.74,167.74,False,False,False,393.0,439.0,0.72,"39.78,1:23.12,2:07.99",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,9,楊華,ザバス鶴見,3/4,2:49.01,169.01,False,False,False,384.0,429.0,0.82,"36.86,1:18.33,2:03.42",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,10,本間丈博,セ・稲毛海岸,4/1,2:51.54,171.54,False,False,False,367.0,410.0,0.75,"38.57,1:20.84,2:06.41",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,11,温井芳浩,セ・谷津,4/10,3:02.71,182.71,False,False,False,304.0,339.0,1.0,"41.71,1:28.83,2:16.90",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,12,大塚秀幸,セ・慶應日吉,3/10,3:13.36,193.36,False,False,False,256.0,286.0,0.99,"42.34,1:30.88,2:22.76",False
80,長水路,2,男子,200m自由形,55～59歳,2:02.91,2:07.50,2:19.70,13,佐藤流生,セ・天王洲,1/3,3:51.31,231.31,False,False,False,150.0,167.0,1.03,"48.11,1:49.20,2:49.35",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,1,田窪達,セ・市ヶ尾,7/2,2:13.50,133.5,True,False,False,701.0,723.0,0.72,"29.54,1:03.14,1:38.29",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,2,石上智啓,セ・二俣川,5/5,2:28.87,148.87,False,False,False,505.0,522.0,0.81,"33.75,1:10.80,1:49.63",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,3,皆川雅登,セ・大宮宮原,4/3,2:31.64,151.64,False,False,False,478.0,493.0,0.79,"35.81,1:14.32,1:53.97",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,4,周防和彦,セ・稲毛海岸,6/9,2:31.76,151.76,False,False,False,477.0,492.0,0.7,"33.61,1:11.99,1:52.49",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,5,藤井清和,セ・武蔵小杉,5/10,2:39.53,159.53,False,False,False,411.0,424.0,0.63,"37.07,1:17.52,1:59.31",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,6,平田博之,セ・ときわ台,5/2,2:40.91,160.91,False,False,False,400.0,413.0,0.87,"36.45,1:16.93,1:58.86",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,7,佐々木茂倫,セ・流山,4/7,2:42.47,162.47,False,False,False,389.0,401.0,0.84,"34.69,1:14.30,1:56.94",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,8,渡誠,セ・清瀬,4/2,2:45.83,165.82999999999998,False,False,False,366.0,377.0,0.86,"38.36,1:20.09,2:03.78",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,9,山村稔,セ・越谷,3/2,2:50.49,170.49,False,False,False,336.0,347.0,0.82,"37.81,1:20.41,2:06.57",False
80,長水路,2,男子,200m自由形,50～54歳,1:58.62,1:59.87,2:14.24,,江本章,セ・南宇都宮,5/9,,,False,False,False,,,,,True
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,1,永瀬知之,セ・二俣川,7/10,2:18.50,138.5,False,False,False,578.0,624.0,0.76,"30.89,1:06.65,1:42.89",False
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,2,大作善祥,セ・おおたか,6/3,2:28.24,148.24,False,False,False,471.0,509.0,0.82,"34.05,1:12.44,1:51.27",False
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,3,山内悠,セ・市ヶ尾,6/2,2:28.56,148.56,False,False,False,468.0,505.0,0.82,"33.57,1:11.35,1:50.73",False
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,4,西田幸弘,セ・藤沢,5/1,2:37.89,157.89,False,False,False,390.0,421.0,0.84,"36.95,1:17.10,1:58.99",False
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,5,西野正秀,セ・慶應日吉,3/8,2:47.99,167.99,False,False,False,324.0,349.0,0.75,"38.07,1:20.06,2:03.51",False
80,長水路,2,男子,200m自由形,45～49歳,1:55.39,1:58.36,2:07.04,6,櫻井直仁,セ・清瀬,2/2,3:31.63,211.63,False,False,False,162.0,174.0,0.86,"46.10,1:39.73,2:36.55",False
80,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:06.87,1,岡本修,セ・越谷,7/3,2:14.56,134.56,False,False,False,602.0,692.0,0.63,"29.95,1:03.81,1:39.68",False
80,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:06.87,2,石井将太,セ・成瀬,6/6,2:20.20,140.2,False,False,False,532.0,612.0,0.81,"32.74,1:07.83,1:44.34",False
80,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:06.87,3,溝口泰平,セ・八王子,6/8,2:20.76,140.76,False,False,False,526.0,605.0,0.88,"31.78,1:06.97,1:43.87",False
80,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:06.87,4,浅岡遼,セ・用賀,5/4,2:31.65,151.65,False,False,False,420.0,484.0,0.8,"34.08,1:12.46,1:51.89",False
80,長水路,2,男子,200m自由形,35～39歳,1:51.84,1:51.84,2:03.40,1,岩本和也,セ・志木,7/9,2:14.39,134.39,False,False,False,576.0,576.0,0.74,"31.86,1:05.42,1:39.84",False
80,長水路,2,男子,200m自由形,35～39歳,1:51.84,1:51.84,2:03.40,2,奥平竜司,セ・武蔵小杉,6/7,2:15.09,135.09,False,False,False,567.0,567.0,0.69,"30.28,1:04.73,1:39.74",False
80,長水路,2,男子,200m自由形,35～39歳,1:51.84,1:51.84,2:03.40,3,新福留広貴,セ・二俣川,6/1,2:20.20,140.2,False,False,False,507.0,507.0,0.75,"31.71,1:07.27,1:43.89",False
80,長水路,2,男子,200m自由形,35～39歳,1:51.84,1:51.84,2:03.40,4,長田裕史,セ・柏,6/5,2:23.34,143.34,False,False,False,474.0,474.0,0.67,"32.57,1:08.41,1:46.04",False
80,長水路,2,男子,200m自由形,30～34歳,1:49.56,1:54.32,2:03.39,1,小野健,セ・天王洲,7/8,2:11.22,131.22,False,False,False,582.0,661.0,0.67,"29.30,1:01.31,1:35.52",False
80,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:51.62,2:02.30,1,張旺今,セ・西新井,6/10,2:18.22,138.22,False,False,False,514.0,526.0,0.71,"28.48,1:02.63,1:40.10",False
80,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,1,山本拓武,セ・トレッサ,7/5,1:56.33,116.33,False,False,False,,,,"26.84,56.39,1:27.07",False
80,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,2,服部碧,セ・成城,7/4,2:04.11,124.11,False,False,False,,,,"28.33,58.89,1:31.02",False
80,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,3,黒田大介,セ・成城,7/7,2:07.67,127.67,False,False,False,,,,"28.70,59.84,1:33.41",False
80,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,4,都築クラウディオ佑亮,セ・おおたか,7/6,2:12.87,132.87,False,False,False,,,,"29.29,1:02.08,1:37.26",False
80,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,5,結城智弘,セ・我孫子,7/1,2:19.75,139.75,False,False,False,,,,"29.34,1:03.22,1:40.37",False
80,長水路,7,女子,200m個人メドレー,80～84歳,3:47.11,4:07.83,4:39.50,1,長谷部征子,セ・八王子,1/3,4:38.16,278.15999999999997,True,False,False,544.0,707.0,0.97,"1:06.29,2:11.09,3:34.54",False
80,長水路,7,女子,200m個人メドレー,75～79歳,3:14.64,3:32.94,3:57.19,1,大山恵子,セ・葛西,2/7,3:53.46,233.46,True,False,False,579.0,758.0,0.76,"46.65,1:53.90,3:01.59",False
80,長水路,7,女子,200m個人メドレー,75～79歳,3:14.64,3:32.94,3:57.19,2,水谷裕子,セ・西新井,2/2,4:41.16,281.15999999999997,False,False,False,331.0,434.0,0.82,"1:06.43,2:19.41,3:38.22",False
80,長水路,7,女子,200m個人メドレー,75～79歳,3:14.64,3:32.94,3:57.19,3,松木真知子,セ・ときわ台,1/8,4:57.69,297.69,False,False,False,279.0,365.0,1.12,"1:12.12,2:32.96,3:46.46",False
80,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:27.63,1,木村恵子,セ・越谷,1/7,4:56.24,296.24,False,False,False,227.0,277.0,0.7,"1:06.80,2:22.07,3:46.21",False
80,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:27.63,,菅野泰子,セ・葛西,3/7,,,False,False,False,,,,,True
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,1,石井裕美,セ・ときわ台,3/4,3:25.34,205.34,True,False,False,582.0,692.0,0.79,"46.71,1:38.34,2:41.49",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,2,森谷登志江,セ・慶應日吉,3/9,3:47.60,227.6,False,False,False,427.0,508.0,0.92,"50.23,1:49.52,2:55.36",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,3,高松早智子,セ・南宇都宮,3/10,3:49.90,229.9,False,False,False,415.0,493.0,0.81,"49.78,1:49.80,2:55.78",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,4,井手敦子,セ・慶應日吉,3/1,3:51.35,231.35,False,False,False,407.0,484.0,0.93,"53.35,1:52.04,2:59.05",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,5,育村博子,セ・おおたか,2/4,4:01.99,241.99,False,False,False,356.0,423.0,0.75,"1:01.87,2:05.79,3:12.67",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,6,毛利ゆかり,セ・横浜,2/3,4:24.91,264.91,False,False,False,271.0,322.0,0.9,"1:00.28,2:06.54,3:24.84",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,7,近藤みゆき,セ・阿佐谷,1/4,4:39.01,279.01,False,False,False,232.0,276.0,0.7,"1:08.53,2:25.43,3:39.63",False
80,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:01.66,3:33.12,,太田初美,セ・越谷,1/6,,,False,False,False,,,,,True
