course,gender,event,distance,age_group,is_relay,name_team_raw,record,established_date,athlete_name,team_name
長水路,女,自由形,50m,85,0,木澤杲子,44.13,2023/2/23,木澤杲子,柏
長水路,女,自由形,50m,90,0,鈴木静江,1:08.70,2024/10/26,鈴木静江,クリーンスパ
長水路,女,自由形,100m,18,0,青木美栄,1:01.56,2017/7/15,青木美栄,東青梅
長水路,女,自由形,100m,25,0,名須川紗綾,1:00.50,2018/6/16,名須川紗綾,Ｓ湘南台
長水路,女,自由形,100m,30,0,渡辺亜衣,1:03.35,2017/1/9,渡辺亜衣,おおたか
長水路,女,背泳ぎ,50m,18,0,鹿島瞳,31.94,2003/9/27,鹿島瞳,大宮
長水路,女,背泳ぎ,50m,25,0,岡澤志織,31.83,2024/10/26,岡澤志織,茂原
長水路,女,自由形,100m,35,0,綿貫麻衣子,1:03.35,2009/7/18,綿貫麻衣子,横浜北
長水路,女,背泳ぎ,50m,35,0,曳地聡美,34.03,2014/12/23,曳地聡美,W湘南台
長水路,女,自由形,100m,40,0,吉村華余,1:06.24,2023/2/23,吉村華余,長津田
長水路,女,背泳ぎ,50m,40,0,曳地聡美,34.00,2017/1/9,曳地聡美,W湘南台
長水路,女,自由形,100m,45,0,吉村華余,1:07.87,2025/5/31,吉村華余,長津田
長水路,女,背泳ぎ,50m,45,0,梅澤亮子,34.69,2023/2/23,梅澤亮子,桶川北本
長水路,女,自由形,100m,50,0,池田百合子,1:06.25,2023/11/4,池田百合子,市ヶ尾
長水路,女,背泳ぎ,50m,50,0,佐藤美幸,32.51,2023/2/23,佐藤美幸,越谷
長水路,女,自由形,100m,55,0,西井良子,1:10.06,2018/9/30,西井良子,東青梅
長水路,女,背泳ぎ,50m,55,0,篠直子,35.76,2017/1/9,篠直子,前橋
長水路,女,自由形,100m,60,0,西井良子,1:11.31,2023/2/18,西井良子,福生
長水路,女,背泳ぎ,50m,60,0,西井良子,36.26,2023/2/23,西井良子,福生
長水路,女,自由形,100m,65,0,菅野泰子,1:18.83,2023/11/4,菅野泰子,松戸
長水路,女,背泳ぎ,50m,65,0,澤野幸子,43.31,2012/7/13,澤野幸子,清瀬
長水路,女,自由形,100m,70,0,佐多信子,1:21.82,2019/6/16,佐多信子,MSPデルタ
長水路,女,背泳ぎ,50m,70,0,澤野幸子,45.18,2017/7/14,澤野幸子,清瀬
長水路,女,自由形,100m,75,0,清水芳子,1:36.96,2005/11/5,清水芳子,錦糸町
長水路,女,背泳ぎ,50m,75,0,斉藤富枝,48.00,2014/3/16,斉藤富枝,越谷
長水路,女,自由形,100m,80,0,甲把昌子,1:38.81,2023/11/4,甲把昌子,長沼
長水路,女,背泳ぎ,50m,80,0,鏑木玉江,52.86,2015/11/23,鏑木玉江,青砥
長水路,女,自由形,100m,85,0,木澤杲子,1:45.73,2023/2/23,木澤杲子,柏
長水路,女,背泳ぎ,50m,85,0,大塚裕子,59.14,2024/10/26,大塚裕子,成城
長水路,女,背泳ぎ,50m,90,0,大橋サト,1:30.73,2018/6/16,大橋サト,成城
長水路,女,自由形,200m,18,0,渡辺美楓,2:16.87,2024/10/26,渡辺美楓,谷津
長水路,女,自由形,200m,25,0,滝島りょうこ,2:20.67,2006/10/1,滝島りょうこ,西東京
長水路,女,自由形,200m,30,0,野田りょうこ,2:20.79,2007/7/16,野田りょうこ,西東京
長水路,女,背泳ぎ,100m,18,0,石倉成子,1:12.29,2007/9/1,石倉成子,湘南台
長水路,女,背泳ぎ,100m,25,0,大野祐紀,1:13.25,1993/9/1,大野祐紀,岐阜
長水路,女,背泳ぎ,100m,30,0,重久聡美,1:14.02,2007/9/1,重久聡美,湘南台
長水路,女,自由形,200m,35,0,綿貫麻衣子,2:17.30,2009/7/20,綿貫麻衣子,横浜北
長水路,女,自由形,200m,40,0,堀亮子,2:31.64,2017/1/9,堀亮子,桶川北本
長水路,女,背泳ぎ,100m,40,0,年岡仁美,1:14.88,2010/1/16,年岡仁美,S千葉
長水路,女,自由形,200m,45,0,西井良子,2:31.07,2011/11/23,西井良子,東青梅
長水路,女,背泳ぎ,100m,45,0,西井良子,1:16.54,2009/6/14,西井良子,東青梅
長水路,女,自由形,200m,50,0,志手直子,2:27.87,2012/3/4,志手直子,前橋
長水路,女,背泳ぎ,100m,50,0,志手直子,1:16.59,2012/6/16,志手直子,前橋
長水路,女,自由形,200m,55,0,西井良子,2:31.44,2018/6/16,西井良子,東青梅
長水路,女,背泳ぎ,100m,55,0,志手直子,1:17.84,2015/7/18,志手直子,前橋
長水路,女,自由形,200m,60,0,西井良子,2:35.22,2023/2/23,西井良子,福生
長水路,女,背泳ぎ,100m,60,0,西井良子,1:22.08,2023/6/4,西井良子,福生
長水路,女,自由形,200m,65,0,菅野泰子,2:54.20,2023/8/5,菅野泰子,松戸
長水路,女,背泳ぎ,100m,65,0,澤野幸子,1:35.93,2012/7/15,澤野幸子,清瀬
長水路,女,自由形,200m,70,0,菅野泰子,2:58.84,2025/5/31,菅野泰子,葛西
長水路,女,背泳ぎ,100m,70,0,樋口美沙子,1:43.22,2012/10/14,樋口美沙子,谷津
長水路,女,自由形,200m,75,0,後藤久美子,3:32.08,2019/6/16,後藤久美子,戸塚
長水路,女,背泳ぎ,100m,75,0,斉藤富枝,1:47.85,2014/3/16,斉藤富枝,越谷
長水路,女,自由形,200m,80,0,佐藤由利子,3:47.95,2024/10/26,佐藤由利子,用賀
長水路,女,背泳ぎ,100m,80,0,田之上ノブ,2:06.35,2017/3/5,田之上ノブ,S千葉
長水路,女,自由形,200m,85,0,森川タエ子,4:28.56,2023/2/23,森川タエ子,我孫子
長水路,女,背泳ぎ,100m,85,0,田之上ノブ,2:17.51,2023/3/12,田之上ノブ,蘇我
長水路,女,自由形,400m,18,0,吉田知代,6:05.49,2005/2/13,吉田知代,Ｆ東戸塚
長水路,女,自由形,400m,25,0,滝島りょうこ,5:05.60,2005/2/13,滝島りょうこ,西東京
長水路,女,自由形,400m,30,0,大金宗子,5:12.13,2002/2/17,大金宗子,横浜北
長水路,女,背泳ぎ,200m,18,0,中尾智子,2:55.60,1995/9/1,中尾智子,高槻
長水路,女,背泳ぎ,200m,30,0,重久聡美,2:42.17,2007/7/13,重久聡美,湘南台
長水路,女,自由形,400m,35,0,綿貫麻衣子,4:52.34,2009/7/17,綿貫麻衣子,横浜北
長水路,女,背泳ぎ,200m,35,0,広瀬百合香,2:50.23,2008/9/7,広瀬百合香,Ｆ東戸塚
長水路,女,自由形,400m,40,0,広瀬百合香,5:21.20,2013/7/12,広瀬百合香,Ｆ東戸塚
長水路,女,背泳ぎ,200m,40,0,年岡仁美,2:47.79,2011/3/5,年岡仁美,S千葉
長水路,女,自由形,400m,45,0,西井良子,5:22.90,2009/6/14,西井良子,東青梅
長水路,女,背泳ぎ,200m,45,0,西井良子,2:51.18,2010/7/17,西井良子,東青梅
長水路,女,自由形,400m,50,0,西井良子,5:16.96,2013/6/9,西井良子,東青梅
長水路,女,背泳ぎ,200m,50,0,志手直子,2:44.30,2012/7/14,志手直子,前橋
長水路,女,自由形,400m,55,0,志手直子,5:19.96,2015/1/17,志手直子,前橋
長水路,女,背泳ぎ,200m,55,0,志手直子,2:46.69,2015/10/17,志手直子,前橋
長水路,女,自由形,400m,60,0,西井良子,5:26.35,2023/2/18,西井良子,福生
長水路,女,背泳ぎ,200m,60,0,篠直子,2:51.65,2021/11/20,篠直子,上池袋
長水路,女,自由形,400m,65,0,後藤久美子,6:26.23,2009/7/17,後藤久美子,戸塚
長水路,女,背泳ぎ,200m,65,0,松川栄子,3:35.29,2010/3/6,松川栄子,東青梅
長水路,女,自由形,400m,70,0,中平信子,6:24.03,2023/6/4,中平信子,成瀬
長水路,女,背泳ぎ,200m,70,0,松川栄子,3:46.14,2014/3/15,松川栄子,東青梅
長水路,女,自由形,400m,75,0,後藤久美子,7:23.88,2019/10/19,後藤久美子,戸塚
長水路,女,背泳ぎ,200m,75,0,斉藤富枝,3:53.27,2014/3/15,斉藤富枝,越谷
長水路,女,自由形,400m,80,0,田之上ノブ,9:26.60,2017/10/14,田之上ノブ,S千葉
長水路,女,背泳ぎ,200m,80,0,田之上ノブ,4:42.00,2017/3/4,田之上ノブ,S千葉
長水路,女,自由形,400m,85,0,田之上ノブ,11:24.73,2023/3/10,田之上ノブ,千葉みなと
長水路,女,背泳ぎ,200m,85,0,田之上ノブ,5:12.65,2023/6/11,田之上ノブ,千葉みなと
長水路,女,自由形,800m,25,0,山崎優,10:40.95,2010/11/6,山崎優,清瀬
長水路,女,平泳ぎ,50m,18,0,布施果純,34.89,2023/2/23,布施果純,亀有
長水路,女,平泳ぎ,50m,25,0,小林志穂,35.52,2025/5/31,小林志穂,葛西
長水路,女,平泳ぎ,50m,30,0,志賀友紀子,37.51,2015/11/23,志賀友紀子,東青梅
長水路,女,自由形,800m,35,0,綿貫麻衣子,10:36.14,2008/11/2,綿貫麻衣子,横浜北
長水路,女,平泳ぎ,50m,35,0,広瀬百合香,37.84,2009/11/23,広瀬百合香,Ｆ東戸塚
長水路,女,自由形,800m,40,0,天田明美,13:28.65,2003/11/2,天田明美,清瀬
長水路,女,平泳ぎ,50m,40,0,川口亜紀子,38.52,2009/11/23,川口亜紀子,S千葉
長水路,女,自由形,800m,45,0,篠原理恵,11:53.31,2017/1/14,篠原理恵,南宇都宮
長水路,女,平泳ぎ,50m,45,0,片岡祥子,36.63,2023/11/4,片岡祥子,千葉みなと
長水路,女,自由形,800m,50,0,篠原理恵,11:52.94,2019/12/14,篠原理恵,南宇都宮
長水路,女,平泳ぎ,50m,50,0,寳亀裕子,39.33,2017/1/9,寳亀裕子,南千住
長水路,女,自由形,800m,55,0,中平信子,12:36.32,2009/11/8,中平信子,成瀬
長水路,女,平泳ぎ,50m,55,0,寳亀裕子,40.00,2019/12/15,寳亀裕子,南千住
長水路,女,自由形,800m,60,0,篠直子,11:21.38,2021/12/11,篠直子,上池袋
長水路,女,平泳ぎ,50m,60,0,海藤政子,43.45,2008/11/29,海藤政子,行徳
長水路,女,自由形,800m,65,0,後藤久美子,13:18.87,2009/9/20,後藤久美子,戸塚
長水路,女,平泳ぎ,50m,65,0,海藤政子,45.59,2011/3/5,海藤政子,研究所
長水路,女,自由形,800m,70,0,後藤久美子,14:36.16,2014/9/7,後藤久美子,戸塚
長水路,女,平泳ぎ,50m,70,0,海藤政子,46.76,2017/1/9,海藤政子,研究所
長水路,女,自由形,800m,75,0,後藤久美子,15:24.59,2019/12/14,後藤久美子,戸塚
長水路,女,平泳ぎ,50m,75,0,平塚和子,50.87,2025/9/19,平塚和子,清瀬
長水路,女,自由形,800m,80,0,田之上ノブ,21:41.23,2018/6/10,田之上ノブ,千葉
長水路,女,平泳ぎ,50m,80,0,上田寿美子,58.72,2017/11/26,上田寿美子,成城
長水路,女,平泳ぎ,50m,85,0,大塚裕子,1:05.13,2024/10/26,大塚裕子,成城
長水路,女,平泳ぎ,50m,90,0,鈴木静江,1:32.03,2025/5/31,鈴木静江,クリーンスパ
長水路,女,平泳ぎ,100m,25,0,天沼美由紀,1:24.93,2001/7/12,天沼美由紀,大宮
長水路,女,平泳ぎ,100m,30,0,岡本奈美,1:23.47,2004/7/18,岡本奈美,Ｆ東戸塚
長水路,女,平泳ぎ,100m,35,0,岡本奈美,1:22.72,2005/7/15,岡本奈美,Ｆ東戸塚
長水路,女,個人メドレー,200m,25,0,太田成美,2:30.52,2014/7/21,太田成美,長津田
長水路,女,個人メドレー,200m,30,0,井田満佐子,2:27.06,2023/2/23,井田満佐子,ときわ台
長水路,女,個人メドレー,200m,35,0,広瀬百合香,2:39.83,2010/3/6,広瀬百合香,Ｆ東戸塚
長水路,女,平泳ぎ,100m,40,0,川口亜希子,1:26.06,2011/10/18,川口亜希子,S千葉
長水路,女,個人メドレー,200m,40,0,広瀬百合香,2:44.54,2012/8/19,広瀬百合香,Ｆ東戸塚
長水路,女,平泳ぎ,100m,45,0,片岡祥子,1:19.51,2025/3/9,片岡祥子,千葉みなと
長水路,女,個人メドレー,200m,45,0,広瀬百合香,2:49.83,2018/6/16,広瀬百合香,F東戸塚
長水路,女,平泳ぎ,100m,50,0,田中貴子,1:34.56,2015/7/19,田中貴子,清瀬
長水路,女,個人メドレー,200m,50,0,池田百合子,2:46.75,2025/5/31,池田百合子,市ヶ尾
長水路,女,平泳ぎ,100m,55,0,米澤美智子,1:37.33,2012/2/5,米澤美智子,成瀬
長水路,女,個人メドレー,200m,55,0,篠直子,2:51.38,2017/11/26,篠直子,前橋
長水路,女,平泳ぎ,100m,60,0,小笠原芳江,1:36.79,2006/3/5,小笠原芳江,長沼
長水路,女,個人メドレー,200m,60,0,若林朋子,3:08.52,2025/5/31,若林朋子,大宮宮原
長水路,女,平泳ぎ,100m,65,0,平塚和子,1:40.83,2015/10/3,平塚和子,清瀬
長水路,女,個人メドレー,200m,65,0,青木華世子,3:33.12,2023/11/4,青木華世子,松戸
長水路,女,平泳ぎ,100m,70,0,平塚和子,1:48.97,2020/11/21,平塚和子,清瀬
長水路,女,個人メドレー,200m,70,0,菅野泰子,3:27.63,2025/5/31,菅野泰子,葛西
長水路,女,平泳ぎ,100m,75,0,平塚和子,1:56.09,2025/9/20,平塚和子,清瀬
長水路,女,個人メドレー,200m,75,0,大山恵子,3:57.19,2025/5/31,大山恵子,葛西
長水路,女,平泳ぎ,100m,80,0,上田寿美子,2:15.32,2017/10/29,上田寿美子,成城
長水路,女,個人メドレー,200m,80,0,長谷部征子,4:39.50,2025/5/31,長谷部征子,八王子
長水路,女,平泳ぎ,200m,18,0,中島智子,3:15.57,1993/12/1,中島智子,成瀬
長水路,女,平泳ぎ,200m,25,0,島田陽子,3:09.81,2006/7/16,島田陽子,西東京
長水路,女,平泳ぎ,200m,30,0,岡本奈美,3:01.08,2004/9/12,岡本奈美,Ｆ東戸塚
長水路,女,平泳ぎ,200m,35,0,岡本奈美,2:58.19,2005/9/4,岡本奈美,Ｆ東戸塚
長水路,女,個人メドレー,400m,30,0,広瀬百合香,5:38.03,2004/11/7,広瀬百合香,Ｆ東戸塚
長水路,女,個人メドレー,400m,35,0,広瀬百合香,5:43.54,2010/1/16,広瀬百合香,Ｆ東戸塚
長水路,女,平泳ぎ,200m,40,0,川口亜希子,3:06.65,2009/10/17,川口亜希子,S千葉
長水路,女,個人メドレー,400m,40,0,広瀬百合香,5:53.34,2012/3/3,広瀬百合香,F東戸塚
長水路,女,平泳ぎ,200m,45,0,野島久枝,3:12.11,2009/7/19,野島久枝,二俣川
長水路,女,個人メドレー,400m,45,0,鈴木和佳奈,6:27.48,2015/1/17,鈴木和佳奈,大宮
長水路,女,平泳ぎ,200m,50,0,田中貴子,3:23.15,2019/11/3,田中貴子,清瀬
長水路,女,個人メドレー,400m,50,0,渡辺登美子,8:16.79,2006/11/5,渡辺登美子,阿佐ヶ谷
長水路,女,平泳ぎ,200m,55,0,鈴木和佳奈,3:30.03,2025/8/16,鈴木和佳奈,桶川北本
長水路,女,個人メドレー,400m,55,0,志手直子,5:55.18,2015/1/17,志手直子,前橋
長水路,女,平泳ぎ,200m,60,0,小笠原芳江,3:25.73,2006/3/4,小笠原芳江,長沼
長水路,女,個人メドレー,400m,60,0,篠直子,6:12.89,2020/1/18,篠直子,上池袋
長水路,女,平泳ぎ,200m,65,0,米澤美智子,3:51.95,2023/3/11,米澤美智子,成瀬
長水路,女,個人メドレー,400m,65,0,平塚和子,8:13.29,2015/1/17,平塚和子,清瀬
長水路,女,平泳ぎ,200m,70,0,平塚和子,4:11.53,2021/11/21,平塚和子,清瀬
長水路,女,個人メドレー,400m,70,0,後藤久美子,8:24.87,2015/1/17,後藤久美子,戸塚
長水路,女,平泳ぎ,200m,75,0,手塚泰子,4:50.83,2019/3/16・17,手塚泰子,清瀬
長水路,女,個人メドレー,400m,75,0,後藤久美子,9:34.02,2019/9/19,後藤久美子,戸塚
長水路,女,バタフライ,50m,18,0,鹿島瞳,29.34,2003/10/4,鹿島瞳,大宮
長水路,女,バタフライ,50m,25,0,森下愛子,29.89,2009/11/23,森下愛子,日吉
長水路,女,バタフライ,50m,30,0,吉村華余,30.33,2014/8/23,吉村華余,長津田
長水路,女,バタフライ,50m,35,0,砂押裕美,30.94,2015/11/23,砂押裕美,大宮宮原
長水路,女,バタフライ,50m,40,0,砂押裕美,30.58,2017/11/26,砂押裕美,大宮宮原
長水路,女,メドレーリレー,4×50m,119,1,麻生・椛田・滝島・小野,2:13.72,2005/11/5,,西東京
長水路,女,メドレーリレー,4×50m,120,1,永田・小林・青木・大椛,2:13.80,2025/5/31,,葛西
長水路,女,バタフライ,50m,45,0,麻生圭子,32.13,2011/10/1,麻生圭子,福生
長水路,女,バタフライ,50m,50,0,池田百合子,31.11,2024/10/26,池田百合子,市ヶ尾
長水路,女,メドレーリレー,4×50m,160,1,塩田・川口・年岡・唐鎌,2:15.71,2009/3/7,,S千葉
長水路,女,バタフライ,50m,55,0,畑田佳代,33.29,2023/2/23,畑田佳代,阿佐谷
長水路,女,バタフライ,50m,60,0,若林朋子,34.72,2025/5/31,若林朋子,大宮宮原
長水路,女,メドレーリレー,4×50m,200,1,篠・久保・佐々木・五十嵐,2:20.02,2017/6/18,,前橋
長水路,女,バタフライ,50m,65,0,松川栄子,41.95,2010/10/2,松川栄子,東青梅
長水路,女,バタフライ,50m,70,0,大山恵子,42.13,2023/2/23,大山恵子,葛西
長水路,女,メドレーリレー,4×50m,240,1,篠・滋野・佐々木・五十嵐,2:34.86,2018/6/16,,前橋
長水路,女,バタフライ,50m,75,0,大山恵子,44.31,2024/10/26,大山恵子,葛西
長水路,女,バタフライ,50m,80,0,八田清子,58.81,2023/2/23,八田清子,松戸
長水路,女,メドレーリレー,4×50m,280,1,松村・菅野・大山・青砥,3:04.43,2024/10/26,,葛西
長水路,女,メドレーリレー,4×50m,320,1,川口・後藤・八田・須山,4:11.16,2023/11/4,,松戸
長水路,女,バタフライ,100m,18,0,鹿島瞳,1:03.37,2004/3/7,鹿島瞳,大宮
長水路,女,バタフライ,100m,30,0,広瀬百合香,1:08.47,2004/10/3,広瀬百合香,Ｆ東戸塚
長水路,女,バタフライ,100m,35,0,広瀬百合香,1:12.00,2009/6/27,広瀬百合香,Ｆ東戸塚
長水路,女,バタフライ,100m,40,0,広瀬百合香,1:14.24,2013/7/12,広瀬百合香,Ｆ東戸塚
長水路,女,バタフライ,100m,45,0,武井麻知子,1:20.85,2006/7/17,武井麻知子,二俣川
長水路,女,バタフライ,100m,50,0,若林朋子,1:16.32,2019/3/16,若林朋子,大宮
長水路,女,バタフライ,100m,55,0,若林朋子,1:17.02,2022/11/6,若林朋子,大宮宮原
長水路,女,メドレー,4×100m,119,1,関根・増田・仲田・星原,5:07.97,2019/12/15,,成城
長水路,女,メドレー,4×100m,120,1,年岡・川口・平尾・唐鎌,5:04.58,2010/6/20,,S千葉
長水路,女,メドレー,4×100m,160,1,年岡・川口・鎌田・唐鎌,5:17.33,2012/6/16,,S千葉
長水路,女,バタフライ,100m,60,0,若林朋子,1:18.86,2025/10/11,若林朋子,大宮宮原
長水路,女,メドレー,4×100m,200,1,羽田・大川・仲田・佐々木,5:42.41,2023/2/23,,成城
長水路,女,バタフライ,100m,65,0,青木華世子,1:42.72,2023/9/18,青木華世子,松戸
長水路,女,バタフライ,100m,70,0,後藤久美子,2:08.38,2014/12/7,後藤久美子,戸塚
長水路,女,メドレー,4×100m,240,1,佐藤・高梨・仲田・高柳,6:14.42,2025/5/31,,成城
長水路,女,バタフライ,100m,75,0,後藤久美子,2:14.73,2019/9/16,後藤久美子,戸塚
長水路,女,メドレー,4×100m,280,1,吉野・大塚・茂櫛・田代,7:38.10,2023/11/4,,成城
長水路,女,バタフライ,200m,18,0,東出玲奈,2:52.74,2000/9/3,東出玲奈,Ｆ東戸塚
長水路,女,バタフライ,200m,30,0,広瀬百合香,2:36.19,2004/10/3,広瀬百合香,Ｆ東戸塚
長水路,女,バタフライ,200m,35,0,広瀬百合香,2:35.40,2009/9/5,広瀬百合香,Ｆ東戸塚
長水路,女,バタフライ,200m,40,0,広瀬百合香,2:45.18,2012/7/13,広瀬百合香,Ｆ東戸塚
長水路,女,フリーリレー,4×50m,119,1,麻生・滝島・小野・椛田,1:57.97,2005/11/5,,西東京
長水路,女,フリーリレー,4×50m,120,1,長谷川・広田・杉本・鈴木,2:00.42,1999/5/30,,用賀
長水路,女,バタフライ,200m,45,0,鈴木和佳奈,3:11.76,2015/7/19,鈴木和佳奈,大宮
長水路,女,バタフライ,200m,50,0,若林朋子,3:00.65,2019/3/16,若林朋子,大宮
長水路,女,フリーリレー,4×50m,160,1,堀・武井・野島・鈴木,2:05.08,2003/7/21,,二俣川
長水路,女,バタフライ,200m,55,0,若林朋子,3:00.89,2020/1/18,若林朋子,大宮
長水路,女,バタフライ,200m,60,0,若林朋子,3:00.40,2025/12/21,若林朋子,大宮宮原
長水路,女,フリーリレー,4×50m,200,1,片岡・小谷・唐鎌・年岡,2:09.81,2023/11/4,,千葉みなと
長水路,女,バタフライ,200m,70,0,青木華世子,3:44.81,2024/3/23,青木華世子,松戸
長水路,女,フリーリレー,4×50m,240,1,江波・盛田・永瀬・鈴木,2:18.66,2023/2/23,,二俣川
長水路,女,バタフライ,200m,75,0,後藤久美子,5:48.05,2019/11/3,後藤久美子,戸塚
長水路,女,フリーリレー,4×50m,280,1,鶴本・矢部・鈴木・平塚,2:45.72,2018/11/3,,清瀬
長水路,女,フリーリレー,4×50m,320,1,八田・須山・川口・馬渡,3:16.24,2023/11/4,,松戸
長水路,女,フリーリレー,4×100m,120,1,田向・皆本・小野・山倉,4:35.52,2017/11/26,,南千住
長水路,女,フリーリレー,4×100m,160,1,菊地・池田・舘野・佐藤,4:36.81,2024/10/26,,目黒
長水路,女,フリーリレー,4×100m,200,1,鈴木・野島・上野・永瀬,5:18.59,2017/11/26,,二俣川
長水路,女,フリーリレー,4×100m,240,1,永瀬・上野・武井・江波,5:25.14,2023/2/23,,二俣川
長水路,女,フリーリレー,4×100m,280,1,藤枝・青柳・永島・和田,6:20.23,2018/11/3,,ザバス鶴見
長水路,女,フリーリレー,4×200m,160,1,田中・清水・天田・山崎,11:26.18,2011/11/5,,清瀬
長水路,男,自由形,50m,18,0,川島由伸,22.80,2023/2/23,川島由伸,大宮宮原
長水路,男,自由形,50m,25,0,川島由伸,23.01,2025/5/31,川島由伸,上池袋
長水路,男,自由形,50m,30,0,石川和樹,24.54,2025/5/31,石川和樹,谷津
長水路,男,自由形,1500m,25,0,今井宏明,21:50.95,1993/10/1,今井宏明,二俣川
長水路,男,自由形,50m,35,0,内山皓太,24.83,2023/2/23,内山皓太,能見台
長水路,男,自由形,1500m,35,0,杉沢毅志,17:35.15,2006/11/4,杉沢毅志,横浜
長水路,男,自由形,50m,40,0,鶴谷学,25.23,2023/2/23,鶴谷学,二俣川
長水路,男,自由形,1500m,40,0,杉沢毅志,17:41.58,2007/11/4,杉沢毅志,横浜
長水路,男,自由形,50m,45,0,佐藤靖嗣,25.69,2017/11/26,佐藤靖嗣,新浦安
長水路,男,自由形,1500m,45,0,清水照久,20:24.92,2008/9/7,清水照久,西東京
長水路,男,自由形,50m,50,0,池田正輝,25.70,2024/10/26,池田正輝,市ヶ尾
長水路,男,自由形,1500m,50,0,和田恵勝,22:53.89,2000/11/4,和田恵勝,成瀬
長水路,男,自由形,50m,55,0,滋野文夫,26.96,2008/11/29,滋野文夫,前橋
長水路,男,自由形,1500m,55,0,井上昌臣,23:23.12,2015/9/6,井上昌臣,西東京
長水路,男,自由形,50m,60,0,滋野文夫,27.13,2009/10/18,滋野文夫,前橋
長水路,男,自由形,1500m,60,0,井上昌臣,23:29.98,2016/9/4,井上昌臣,西東京
長水路,男,自由形,50m,65,0,滋野文夫,28.14,2014/9/20,滋野文夫,前橋
長水路,男,自由形,1500m,65,0,中田正二,24:06.50,2010/11/6,中田正二,成城
長水路,男,自由形,50m,70,0,滋野文夫,29.64,2023/2/23,滋野文夫,前橋
長水路,男,自由形,1500m,70,0,中田正二,24:15.06,2013/1/20,中田正二,成城
長水路,男,自由形,50m,75,0,滋野文夫,30.61,2024/10/26,滋野文夫,前橋
長水路,男,自由形,50m,80,0,吉田征一郎,36.52,2019/12/15,吉田征一郎,高崎
長水路,男,自由形,1500m,80,0,加藤寛治,28:07.44,2015/11/7,加藤寛治,成瀬
長水路,男,自由形,50m,85,0,井上隆史,43.41,2025/5/31,井上隆史,市ヶ尾
長水路,男,自由形,50m,90,0,椎野正敏,52.43,2023/2/23,椎野正敏,越谷
長水路,男,自由形,100m,18,0,山田健太,52.11,2023/11/4,山田健太,新都心
長水路,男,自由形,100m,25,0,富永航平,52.13,2019/12/15,富永航平,武蔵小杉
長水路,男,自由形,100m,30,0,内田裕大,53.90,2023/2/23,内田裕大,下北沢
長水路,男,背泳ぎ,50m,25,0,宮下純一,26.58,2009/11/23,宮下純一,東十条
長水路,男,背泳ぎ,50m,30,0,石川和樹,27.19,2025/5/31,石川和樹,谷津
長水路,男,自由形,100m,35,0,前田康輔,53.85,2023/11/4,前田康輔,二俣川
長水路,男,背泳ぎ,50m,35,0,山岡拓馬,28.14,2013/12/23,山岡拓馬,南大泉
長水路,男,自由形,100m,40,0,鶴谷学,56.20,2024/10/26,鶴谷学,二俣川
長水路,男,背泳ぎ,50m,40,0,山岡拓馬,28.54,2022/11/5,山岡拓馬,清瀬
長水路,男,自由形,100m,45,0,佐藤靖嗣,56.53,2017/11/26,佐藤靖嗣,新浦安
