round,pool_type,race_no,gender,event_name,age_group,world_record,japan_record,meet_record,rank,athlete_name,team_name,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,points_w,points_n,dive_time,lap_times,is_dnf
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,5,岩崎良子,セ・おおたか,4/9,3:23.04,203.04,False,False,False,,,,"44.65,1:36.19,2:29.87",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,6,青砥美智子,セ・葛西,3/5,3:27.97,207.97,False,False,False,,,,"46.68,1:39.93,2:34.77",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,7,臼井希代子,セ・大宮宮原,3/2,3:32.49,212.49,False,False,False,,,,"47.61,1:40.74,2:37.72",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,8,矢部直美,セ・二俣川,1/6,3:32.82,212.82,False,False,False,,,,"46.20,1:41.37,2:38.78",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,9,五月女美幸,セ・宇都宮,3/1,3:34.03,214.03,False,False,False,,,,"47.63,1:41.72,2:39.26",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,10,日和久美子,セ・戸塚,3/9,3:37.82,217.82,False,False,False,,,,"49.89,1:44.72,2:41.53",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,11,菅和江,セ・戸塚,2/3,3:47.06,227.06,False,False,False,,,,"55.88,1:53.67,2:52.65",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,12,太田拓江,セ・戸塚,1/2,3:57.69,237.69,False,False,False,,,,"51.72,1:51.11,2:55.00",False
75,長水路,1,女子,200m自由形,65～69歳,2:25.29,2:42.91,2:54.20,13,三嶋祐子,セ・阿佐谷,1/3,3:59.79,239.79,False,False,False,,,,"54.02,1:55.42,2:57.69",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,1,武井麻知子,セ・二俣川,4/6,3:13.44,193.44,False,False,False,,,,"44.28,1:32.31,2:23.57",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,2,岡田眞弓,セ・清瀬,3/6,3:18.00,198.0,False,False,False,,,,"43.78,1:34.35,2:26.32",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,3,育村博子,セ・おおたか,4/1,3:22.38,202.38,False,False,False,,,,"47.44,1:38.73,2:31.63",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,4,草森理子,セ・成城,3/10,3:22.48,202.48,False,False,False,,,,"46.54,1:39.36,2:31.16",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,5,久松葉子,セ・成瀬,4/10,3:43.43,223.43,False,False,False,,,,"48.04,1:46.66,2:45.58",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,6,桐沢ひとみ,セ・大森,1/8,3:47.89,227.89,False,False,False,,,,"49.54,1:49.19,2:49.86",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,7,宮田ひとみ,セ・阿佐谷,1/4,3:52.13,232.13,False,False,False,,,,"55.93,1:57.12,2:57.86",False
75,長水路,1,女子,200m自由形,60～64歳,2:21.03,2:35.01,2:35.22,8,大西和子,セ・天王洲,1/1,4:39.64,279.64,False,False,False,,,,"1:01.95,2:13.75,3:27.87",False
75,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.86,2:31.44,1,高橋久美,セ・市川,4/4,3:16.28,196.28,False,False,False,,,,"44.01,1:32.70,2:23.11",False
75,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.86,2:31.44,2,棚橋悦子,セ・自由が丘,2/7,3:31.15,211.15,False,False,False,,,,"48.19,1:42.74,2:38.50",False
75,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.86,2:31.44,3,中野裕子,セ・二俣川,3/3,3:35.64,215.64,False,False,False,,,,"49.93,1:44.95,2:39.90",False
75,長水路,1,女子,200m自由形,55～59歳,2:16.28,2:26.86,2:31.44,4,森内裕子,セ・天王洲,3/8,3:44.02,224.02,False,False,False,,,,"47.27,1:44.94,2:44.07",False
75,長水路,1,女子,200m自由形,50～54歳,2:13.18,2:21.98,2:27.87,1,大川晴美,セ・成城,6/1,2:44.33,164.32999999999998,False,False,False,,,,"37.88,1:19.42,2:01.66",False
75,長水路,1,女子,200m自由形,50～54歳,2:13.18,2:21.98,2:27.87,2,年岡仁美,ｾ・千葉みなと,5/5,2:53.38,173.38,False,False,False,,,,"39.36,1:23.48,2:09.54",False
75,長水路,1,女子,200m自由形,50～54歳,2:13.18,2:21.98,2:27.87,3,成島志雅子,セ・Ｆ宇都宮,4/5,3:08.01,188.01,False,False,False,,,,"41.78,1:29.08,2:18.50",False
75,長水路,1,女子,200m自由形,50～54歳,2:13.18,2:21.98,2:27.87,4,松川律子,セ・二俣川,3/7,3:22.12,202.12,False,False,False,,,,"43.13,1:33.94,2:29.57",False
75,長水路,1,女子,200m自由形,50～54歳,2:13.18,2:21.98,2:27.87,5,森信子,セ・大森,2/9,3:34.41,214.41,False,False,False,,,,"48.49,1:43.60,2:38.35",False
75,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,1,杉本浩美,セ・南千住,6/10,2:43.06,163.06,False,False,False,,,,"35.13,1:16.68,2:00.76",False
75,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,2,相川悦子,セ・蒲田,6/2,2:49.66,169.66,False,False,False,,,,"37.32,1:20.07,2:04.82",False
75,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,3,草野茜,セ・二俣川,5/4,2:56.18,176.18,False,False,False,,,,"41.40,1:26.18,2:12.26",False
75,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,4,吉池奈々,セ・二俣川,5/1,3:06.71,186.71,False,False,False,,,,"41.71,1:29.24,2:19.44",False
75,長水路,1,女子,200m自由形,45～49歳,2:10.09,2:17.82,2:31.07,5,八幡悦子,セ・福生,2/2,3:33.78,213.78,False,False,False,,,,"48.06,1:42.95,2:38.88",False
75,長水路,1,女子,200m自由形,40～44歳,2:09.28,2:15.70,2:31.64,1,錦織佳奈子,ザバス川崎,5/2,3:01.24,181.24,False,False,False,,,,"38.12,1:22.17,2:11.79",False
75,長水路,1,女子,200m自由形,40～44歳,2:09.28,2:15.70,2:31.64,2,久保かおり,セ・長津田,5/8,3:12.85,192.85,False,False,False,,,,"41.65,1:29.52,2:21.98",False
75,長水路,1,女子,200m自由形,40～44歳,2:09.28,2:15.70,2:31.64,3,前田由希映,セ・二俣川,5/10,3:14.45,194.45,False,False,False,,,,"42.37,1:31.36,2:22.13",False
75,長水路,1,女子,200m自由形,35～39歳,2:05.50,2:07.99,2:17.30,1,小室絵利奈,セ・おおたか,6/8,2:39.46,159.46,False,False,False,,,,"35.90,1:16.06,1:57.71",False
75,長水路,1,女子,200m自由形,35～39歳,2:05.50,2:07.99,2:17.30,2,真柴田こずえ,ザバス鶴見,5/9,3:11.70,191.7,False,False,False,,,,"41.24,1:29.49,2:19.65",False
75,長水路,1,女子,200m自由形,35～39歳,2:05.50,2:07.99,2:17.30,3,久保美由紀,セ・長津田,3/4,3:28.40,208.4,False,False,False,,,,"48.54,1:41.47,2:36.81",False
75,長水路,1,女子,200m自由形,30～34歳,2:02.35,2:04.62,2:20.79,1,田中美鈴,セ・武蔵小杉,6/4,2:30.06,150.06,False,False,False,,,,"34.49,1:12.00,1:51.03",False
75,長水路,1,女子,200m自由形,30～34歳,2:02.35,2:04.62,2:20.79,2,長谷川恵,セ・阿佐谷,6/3,2:34.21,154.21,False,False,False,,,,"35.24,1:13.20,1:53.72",False
75,長水路,1,女子,200m自由形,30～34歳,2:02.35,2:04.62,2:20.79,3,中山翠,ザバス川崎,5/3,3:20.69,200.69,False,False,False,,,,"43.31,1:33.94,2:27.87",False
75,長水路,1,女子,200m自由形,25～29歳,2:04.56,2:06.81,2:20.67,1,志賀菜々美,セ・二俣川,6/7,2:33.69,153.69,False,False,False,,,,"34.52,1:13.71,1:54.31",False
75,長水路,1,女子,200m自由形,18～24歳,,,2:17.69,1,渡辺美楓,セ・谷津,6/5,2:20.28,140.28,False,False,False,,,,"31.67,1:06.76,1:43.54",False
75,長水路,1,女子,200m自由形,18～24歳,,,2:17.69,2,表侑寿,セ・二俣川,6/6,2:20.40,140.4,False,False,False,,,,"31.91,1:07.32,1:44.61",False
75,長水路,1,女子,200m自由形,18～24歳,,,2:17.69,3,今田彩文,ザバス鶴見,6/9,2:45.84,165.84,False,False,False,,,,"34.74,1:15.54,2:00.39",False
75,長水路,2,男子,200m自由形,85～89歳,3:03.50,3:10.33,3:36.44,1,川本剛,セ・長沼,1/6,3:35.53,215.53,True,False,False,,,,"48.42,1:43.19,2:40.12",False
75,長水路,2,男子,200m自由形,80～84歳,2:40.22,2:40.87,3:39.71,1,向坂清和,ザバス藤が丘,1/8,3:54.67,234.67000000000002,False,False,False,,,,"53.61,1:52.64,2:53.31",False
75,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,1,瀧下敏和,セ・志木,1/7,3:37.41,217.41,False,False,False,,,,"50.59,1:47.35,2:44.87",False
75,長水路,2,男子,200m自由形,75～79歳,2:25.66,2:33.87,2:51.26,2,眞壁功,セ・藤沢,1/2,3:49.57,229.57,False,False,False,,,,"52.80,1:50.67,2:50.11",False
75,長水路,2,男子,200m自由形,70～74歳,2:23.30,2:31.54,2:44.09,1,若宮強,セ・成城,2/5,3:01.30,181.3,False,False,False,,,,"40.56,1:26.30,2:15.22",False
75,長水路,2,男子,200m自由形,70～74歳,2:23.30,2:31.54,2:44.09,2,菱沼和男,セ・葛西,2/9,3:13.27,193.27,False,False,False,,,,"45.23,1:33.84,2:23.95",False
75,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:27.98,1,吉原一彦,セ・阿佐谷,5/2,2:26.86,146.86,True,False,False,,,,"34.09,1:11.66,1:50.13",False
75,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:27.98,2,井上昌臣,セ・西東京,2/7,2:58.61,178.61,False,False,False,,,,"40.44,1:26.46,2:13.86",False
75,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:27.98,3,臼井全人,セ・大宮宮原,2/8,3:14.54,194.54,False,False,False,,,,"45.87,1:35.48,2:26.57",False
75,長水路,2,男子,200m自由形,65～69歳,2:09.39,2:19.96,2:27.98,4,松下達一,セ・成城,1/4,4:01.74,241.74,False,False,False,,,,"48.34,1:46.10,2:50.04",False
75,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,1,會田修一,セ・おおたか,3/4,2:47.75,167.75,False,False,False,,,,"38.98,1:21.29,2:06.23",False
75,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,2,若島健二,セ・二俣川,4/1,2:49.09,169.09,False,False,False,,,,"39.43,1:22.80,2:06.43",False
75,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,3,安間稔,セ・市ヶ尾,3/9,2:55.21,175.21,False,False,False,,,,"40.47,1:25.55,2:11.06",False
75,長水路,2,男子,200m自由形,60～64歳,2:07.68,2:17.26,2:27.29,4,山本和巳,セ・茂原,3/10,3:19.33,199.32999999999998,False,False,False,,,,"44.14,1:34.00,2:27.26",False
75,長水路,2,男子,200m自由形,55～59歳,2:04.01,2:09.89,2:19.70,1,青木浩,セ・福生,3/8,2:54.56,174.56,False,False,False,,,,"38.48,1:23.21,2:10.83",False
75,長水路,2,男子,200m自由形,55～59歳,2:04.01,2:09.89,2:19.70,2,近藤正之,セ・上池袋,3/6,2:59.29,179.29,False,False,False,,,,"38.73,1:22.26,2:10.14",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,1,浅田浩司,セ・西新井,7/2,2:16.38,136.38,True,False,False,,,,"31.73,1:05.89,1:41.04",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,2,石井龍,セ・成城,6/5,2:22.61,142.61,False,False,False,,,,"32.10,1:08.51,1:45.72",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,3,早川友二,セ・武蔵小杉,6/2,2:22.75,142.75,False,False,False,,,,"31.84,1:07.02,1:44.31",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,4,宮川則仁,セ・大宮宮原,4/9,2:33.20,153.2,False,False,False,,,,"35.87,1:15.18,1:55.17",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,5,山田耕一,セ・清瀬,4/4,2:34.26,154.26,False,False,False,,,,"34.95,1:13.41,1:54.46",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,6,本間丈博,セ・稲毛海岸,3/5,2:47.78,167.78,False,False,False,,,,"38.36,1:19.64,2:04.02",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,7,岩崎明,セ・前橋,4/2,2:50.23,170.23,False,False,False,,,,"38.85,1:21.92,2:06.99",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,8,塚越有宏,セ・市ヶ尾,3/3,2:53.64,173.64,False,False,False,,,,"37.72,1:20.20,2:07.74",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,9,藤原毅,セ・蒲田,3/7,2:54.51,174.51,False,False,False,,,,"39.16,1:23.76,2:10.77",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,10,大塚秀幸,セ・慶應日吉,2/6,3:07.87,187.87,False,False,False,,,,"40.70,1:27.58,2:18.05",False
75,長水路,2,男子,200m自由形,50～54歳,1:58.62,2:03.51,2:18.15,11,恒川直輝,セ・二俣川,2/3,3:13.57,193.57,False,False,False,,,,"41.57,1:27.64,2:19.63",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,1,永瀬知之,セ・二俣川,7/1,2:17.05,137.05,False,False,False,,,,"31.52,1:06.67,1:42.20",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,2,中村良樹,セ・武蔵小杉,6/6,2:21.33,141.32999999999998,False,False,False,,,,"32.11,1:07.29,1:44.41",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,3,土井清孝,ザバス鶴見,5/7,2:26.05,146.05,False,False,False,,,,"34.34,1:12.92,1:50.62",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,4,小室秀幸,セ・八王子,4/6,2:28.73,148.73,False,False,False,,,,"32.49,1:09.39,1:49.37",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,5,羽田浩一,セ・成城,6/1,2:30.19,150.19,False,False,False,,,,"33.44,1:10.97,1:50.09",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,6,山内悠,セ・市ヶ尾,5/9,2:30.27,150.27,False,False,False,,,,"34.41,1:13.54,1:53.62",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,7,渡誠,セ・清瀬,4/3,2:39.39,159.39,False,False,False,,,,"36.59,1:15.96,1:58.70",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,8,齊藤仁,セ・茂原,5/1,2:39.97,159.97,False,False,False,,,,"35.74,1:15.61,1:57.37",False
75,長水路,2,男子,200m自由形,45～49歳,1:57.75,1:58.36,2:10.91,9,高橋正則,ザバス鶴見,4/10,2:51.65,171.65,False,False,False,,,,"38.45,1:20.73,2:05.21",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,1,知見邦彦,セ・二俣川,7/3,2:17.21,137.21,False,False,False,,,,"32.36,1:07.22,1:42.20",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,2,大作善祥,セ・柏,5/6,2:24.30,144.3,False,False,False,,,,"32.51,1:09.52,1:48.05",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,3,村上守,セ・成城,5/8,2:28.10,148.1,False,False,False,,,,"33.72,1:11.29,1:50.89",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,4,今村満,セ・清瀬,2/4,2:55.45,175.45,False,False,False,,,,"40.86,1:24.73,2:09.41",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,5,和田祐児,セ・松戸,3/1,2:57.14,177.14,False,False,False,,,,"40.21,1:24.68,2:09.91",False
75,長水路,2,男子,200m自由形,40～44歳,1:53.65,1:59.07,2:07.37,6,櫻井直仁,セ・清瀬,2/2,3:21.77,201.77,False,False,False,,,,"45.44,1:37.05,2:29.73",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,1,前田崇行,セ・二俣川,7/4,2:10.11,130.11,False,False,False,,,,"29.58,1:03.22,1:38.16",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,2,岩本和也,セ・志木,7/6,2:13.87,133.87,False,False,False,,,,"31.17,1:04.53,1:38.84",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,3,高津周平,セ・大森,6/9,2:20.18,140.18,False,False,False,,,,"32.14,1:07.49,1:44.04",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,4,長田裕史,セ・柏,6/3,2:22.82,142.82,False,False,False,,,,"32.66,1:08.59,1:46.27",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,5,和田亮,セ・阿佐谷,5/3,2:27.26,147.26,False,False,False,,,,"33.61,1:10.44,1:49.93",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,6,木村考太,セ・市ヶ尾,5/4,2:28.50,148.5,False,False,False,,,,"33.56,1:10.25,1:48.78",False
75,長水路,2,男子,200m自由形,35～39歳,1:52.84,1:55.36,2:03.40,7,村山健太,セ・福生,4/8,2:43.29,163.29,False,False,False,,,,"39.51,1:20.54,2:02.58",False
75,長水路,2,男子,200m自由形,30～34歳,1:49.56,1:54.32,2:03.39,1,高木祥一,セ・武蔵小杉,7/7,2:06.78,126.78,False,False,False,,,,"28.94,1:00.66,1:34.02",False
75,長水路,2,男子,200m自由形,30～34歳,1:49.56,1:54.32,2:03.39,2,中西剛,セ・成城,7/5,2:08.53,128.53,False,False,False,,,,"29.21,1:00.96,1:34.75",False
75,長水路,2,男子,200m自由形,30～34歳,1:49.56,1:54.32,2:03.39,3,新福留広貴,セ・二俣川,6/8,2:22.01,142.01,False,False,False,,,,"31.21,1:06.46,1:43.88",False
75,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:53.81,2:02.30,1,松尾勇太,セ・越谷,6/7,2:08.87,128.87,False,False,False,,,,"28.31,59.82,1:33.58",False
75,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:53.81,2:02.30,2,小野健,セ・天王洲,7/9,2:12.90,132.9,False,False,False,,,,"30.32,1:03.65,1:37.84",False
75,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:53.81,2:02.30,3,石久保宏平,セ・長沼,6/4,2:24.53,144.53,False,False,False,,,,"32.64,1:08.82,1:47.23",False
75,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:53.81,2:02.30,4,小沢征司,セ・大宮宮原,4/7,2:40.43,160.43,False,False,False,,,,"36.76,1:16.63,1:59.21",False
75,長水路,2,男子,200m自由形,25～29歳,1:50.76,1:53.81,2:02.30,5,鮫島晴生,ザバス鶴見,3/2,2:51.00,171.0,False,False,False,,,,"34.82,1:18.79,2:05.28",False
75,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,1,南里輝,セ・蒲田,5/10,2:19.96,139.96,False,False,False,,,,"30.76,1:05.50,1:42.08",False
75,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,2,野間隼翔,ザバス鶴見,7/10,2:34.07,154.07,False,False,False,,,,"31.46,1:09.85,1:50.68",False
75,長水路,2,男子,200m自由形,18～24歳,,,1:55.00,3,城山海,セ・葛西,6/10,2:36.83,156.82999999999998,False,False,False,,,,"32.95,1:10.69,1:51.08",False
75,長水路,7,女子,200m個人メドレー,75～79歳,3:21.84,3:32.94,4:12.78,1,仲岡輝,セ・我孫子,1/2,4:54.65,294.65,False,False,False,,,,"1:05.47,2:21.94,3:46.90",False
75,長水路,7,女子,200m個人メドレー,75～79歳,3:21.84,3:32.94,4:12.78,2,小野洋子,セ・我孫子,1/9,5:36.75,336.75,False,False,False,,,,"1:06.42,2:40.43,4:27.17",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,1,松本琴江,セ・阿佐谷,3/5,3:45.87,225.87,True,False,False,,,,"48.73,1:47.57,2:54.38",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,2,原田岳美,セ・藤沢,3/8,3:58.92,238.92000000000002,False,False,False,,,,"53.47,1:54.37,3:07.84",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,3,大山恵子,セ・葛西,3/4,4:00.97,240.97,False,False,False,,,,"47.46,1:51.28,3:04.01",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,4,大熊正子,セ・桶川北本,2/9,4:27.40,267.4,False,False,False,,,,"59.80,2:07.23,3:26.26",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,5,菅井道子,セ・戸塚,1/5,4:38.97,278.97,False,False,False,,,,"1:12.82,2:25.48,3:40.67",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,6,沢田裕子,セ・ときわ台,1/3,4:41.10,281.1,False,False,False,,,,"1:11.51,2:30.89,3:42.86",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,7,松木真知子,セ・ときわ台,1/8,5:01.80,301.8,False,False,False,,,,"1:10.51,2:28.59,3:45.59",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,8,木村恵子,セ・越谷,1/4,5:03.17,303.17,False,False,False,,,,"1:01.34,2:17.90,3:45.22",False
75,長水路,7,女子,200m個人メドレー,70～74歳,3:00.96,3:13.19,3:51.30,,原嶋寿子,セ・谷津,1/6,,,False,False,False,,,,,False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,1,青木華世子,セ・松戸,4/8,3:33.12,213.12,True,False,False,,,,"46.54,1:42.83,2:45.05",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,2,森谷登志江,セ・慶應日吉,3/6,3:48.51,228.51,False,False,False,,,,"52.64,1:51.06,2:56.61",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,3,井手敦子,セ・慶應日吉,3/7,3:50.23,230.23,False,False,False,,,,"52.49,1:51.55,3:00.64",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,4,佐藤淳子,セ・葛西,3/3,3:56.33,236.32999999999998,False,False,False,,,,"52.65,1:56.38,2:57.40",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,5,藤代由美子,セ・長沼,3/2,3:59.64,239.64,False,False,False,,,,"51.81,1:54.61,3:01.87",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,6,太田初美,セ・越谷,2/3,4:17.96,257.96,False,False,False,,,,"55.75,2:04.72,3:12.56",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,7,菅和江,セ・戸塚,2/7,4:24.29,264.29,False,False,False,,,,"1:04.82,2:14.40,3:29.88",False
75,長水路,7,女子,200m個人メドレー,65～69歳,2:51.52,3:11.94,3:35.41,8,日和久美子,セ・戸塚,2/4,4:29.19,269.19,False,False,False,,,,"1:01.83,2:10.86,3:28.67",False
